geocodigoFundar,geonombreFundar,anio,tipo_carne,valor,share
SEN,Senegal,2022,Otras carnes,1.13,3.1830985915493
SEN,Senegal,2022,Pescados y mariscos,14.35,40.4225352112676
SEN,Senegal,2022,Porcina,1.25,3.52112676056338
SEN,Senegal,2022,Vacuna,6.49,18.2816901408451
SLB,Islas Salomón,2022,Aviar,9.41,18.8993773850171
SLB,Islas Salomón,2022,Caprina y ovina,0.07,0.140590480016067
SLB,Islas Salomón,2022,Otras carnes,0.0,0.0
SLB,Islas Salomón,2022,Pescados y mariscos,33.67,67.6240208877285
SLB,Islas Salomón,2022,Porcina,4.67,9.3793934525005
SLB,Islas Salomón,2022,Vacuna,1.97,3.9566177947379
SLE,Sierra Leona,2022,Aviar,5.56,16.5821652251715
SLE,Sierra Leona,2022,Caprina y ovina,0.43,1.28243364151506
SLE,Sierra Leona,2022,Otras carnes,1.33,3.96659707724426
SLE,Sierra Leona,2022,Pescados y mariscos,24.04,71.6969877721443
SLE,Sierra Leona,2022,Porcina,0.54,1.61049806143752
SLE,Sierra Leona,2022,Vacuna,1.63,4.86131822248732
SLV,El Salvador,2022,Aviar,28.06,56.0079840319361
SLV,El Salvador,2022,Caprina y ovina,0.02,0.0399201596806387
SLV,El Salvador,2022,Otras carnes,0.0,0.0
SLV,El Salvador,2022,Pescados y mariscos,7.18,14.3313373253493
SLV,El Salvador,2022,Porcina,5.2,10.3792415169661
SLV,El Salvador,2022,Vacuna,9.64,19.2415169660679
SOM,Somalia,2022,Aviar,0.79,6.1003861003861
SOM,Somalia,2022,Caprina y ovina,4.46,34.4401544401544
SOM,Somalia,2022,Otras carnes,2.82,21.7760617760618
SOM,Somalia,2022,Pescados y mariscos,1.71,13.2046332046332
SOM,Somalia,2022,Porcina,0.01,0.0772200772200772
SOM,Somalia,2022,Vacuna,3.16,24.4015444015444
SRB,Serbia,2022,Aviar,11.46,13.8791328569698
SRB,Serbia,2022,Caprina y ovina,4.22,5.1108150660046
SRB,Serbia,2022,Otras carnes,0.03,0.0363328085260991
SRB,Serbia,2022,Pescados y mariscos,7.93,9.60397238706552
SRB,Serbia,2022,Porcina,49.11,59.4768075572242
SRB,Serbia,2022,Vacuna,9.82,11.8929393242098
SSD,Sudán del Sur,2022,Aviar,4.77,19.3273905996758
SSD,Sudán del Sur,2022,Caprina y ovina,3.89,15.7617504051864
SSD,Sudán del Sur,2022,Otras carnes,0.92,3.72771474878444
SSD,Sudán del Sur,2022,Pescados y mariscos,3.03,12.2771474878444
SSD,Sudán del Sur,2022,Porcina,0.0,0.0
SSD,Sudán del Sur,2022,Vacuna,12.07,48.9059967585089
STP,Santo Tomé y Príncipe,2022,Aviar,14.61,30.8553326293559
STP,Santo Tomé y Príncipe,2022,Caprina y ovina,0.07,0.147835269271383
STP,Santo Tomé y Príncipe,2022,Otras carnes,0.0,0.0
STP,Santo Tomé y Príncipe,2022,Pescados y mariscos,26.03,54.973600844773
STP,Santo Tomé y Príncipe,2022,Porcina,4.65,9.82048574445618
STP,Santo Tomé y Príncipe,2022,Vacuna,1.99,4.20274551214361
SUR,Suriname,2022,Aviar,45.41,59.8523790694609
SUR,Suriname,2022,Caprina y ovina,0.04,0.0527217609068143
SUR,Suriname,2022,Otras carnes,0.09,0.118623962040332
SUR,Suriname,2022,Pescados y mariscos,16.96,22.3540266244893
SUR,Suriname,2022,Porcina,8.3,10.939765388164
SUR,Suriname,2022,Vacuna,5.07,6.68248319493871
SVK,Eslovaquia,2022,Aviar,12.38,17.5702526256032
SVK,Eslovaquia,2022,Caprina y ovina,0.11,0.156116945784842
SVK,Eslovaquia,2022,Otras carnes,1.22,1.73147885325007
SVK,Eslovaquia,2022,Pescados y mariscos,9.85,13.9795628725518
SVK,Eslovaquia,2022,Porcina,40.11,56.9259154130003
SVK,Eslovaquia,2022,Vacuna,6.79,9.63667328980982
SVN,Eslovenia,2022,Aviar,25.91,35.3093485963478
SVN,Eslovenia,2022,Caprina y ovina,0.79,1.07658762605615
SVN,Eslovenia,2022,Otras carnes,0.35,0.47696920141728
SVN,Eslovenia,2022,Pescados y mariscos,12.95,17.6478604524394
SVN,Eslovenia,2022,Porcina,21.18,28.86345053148
SVN,Eslovenia,2022,Vacuna,12.2,16.6257835922595
SWE,Suecia,2022,Aviar,16.35,16.5670280676867
SWE,Suecia,2022,Caprina y ovina,1.31,1.3273887931908
SWE,Suecia,2022,Otras carnes,0.21,0.212787516465701
SWE,Suecia,2022,Pescados y mariscos,30.62,31.026446448475
SWE,Suecia,2022,Porcina,28.2,28.5743236396798
SWE,Suecia,2022,Vacuna,22.0,22.292025534502
SWZ,Eswatini,2022,Aviar,6.24,20.8277703604806
SWZ,Eswatini,2022,Caprina y ovina,1.81,6.04138851802403
SWZ,Eswatini,2022,Otras carnes,0.3,1.00133511348465
SWZ,Eswatini,2022,Pescados y mariscos,3.86,12.8838451268358
SWZ,Eswatini,2022,Porcina,2.0,6.67556742323097
SWZ,Eswatini,2022,Vacuna,15.75,52.5700934579439
SYC,Seychelles,2022,Aviar,41.61,32.5154333046808
SYC,Seychelles,2022,Caprina y ovina,2.76,2.15675548956787
SYC,Seychelles,2022,Otras carnes,0.55,0.429788231616785
SYC,Seychelles,2022,Pescados y mariscos,51.26,40.0562631866844
SYC,Seychelles,2022,Porcina,13.35,10.432132531062
SYC,Seychelles,2022,Vacuna,18.44,14.4096272563882
SYR,Siria,2022,Aviar,5.24,28.6495352651722
SYR,Siria,2022,Caprina y ovina,8.86,48.4417714598141
SYR,Siria,2022,Otras carnes,0.1,0.546746856205577
SYR,Siria,2022,Pescados y mariscos,1.72,9.40404592673592
SYR,Siria,2022,Porcina,0.09,0.492072170585019
SYR,Siria,2022,Vacuna,2.28,12.4658283214871
TCD,Chad,2022,Aviar,0.48,0.876232201533406
TCD,Chad,2022,Caprina y ovina,19.03,34.7389558232932
TCD,Chad,2022,Otras carnes,0.84,1.53340635268346
TCD,Chad,2022,Pescados y mariscos,5.84,10.6608251186564
TCD,Chad,2022,Porcina,0.14,0.255567725447244
TCD,Chad,2022,Vacuna,28.45,51.9350127783863
TGO,Togo,2022,Aviar,5.47,28.2104177411037
TGO,Togo,2022,Caprina y ovina,1.25,6.44662197008767
TGO,Togo,2022,Otras carnes,0.73,3.7648272305312
TGO,Togo,2022,Pescados y mariscos,8.73,45.0232078390923
TGO,Togo,2022,Porcina,2.29,11.8102114492006
TGO,Togo,2022,Vacuna,0.92,4.74471376998453
THA,Tailandia,2022,Aviar,11.16,20.4582951420715
THA,Tailandia,2022,Caprina y ovina,0.04,0.073327222731439
THA,Tailandia,2022,Otras carnes,0.08,0.146654445462878
THA,Tailandia,2022,Pescados y mariscos,28.62,52.4656278643446
THA,Tailandia,2022,Porcina,13.03,23.8863428047663
THA,Tailandia,2022,Vacuna,1.62,2.96975252062328
TJK,Tayikistán,2022,Aviar,2.75,7.46673907140918
TJK,Tayikistán,2022,Caprina y ovina,7.7,20.9068693999457
TJK,Tayikistán,2022,Otras carnes,0.18,0.488732011946783
TJK,Tayikistán,2022,Pescados y mariscos,0.94,2.55226717349986
TJK,Tayikistán,2022,Porcina,0.35,0.950312245452077
TJK,Tayikistán,2022,Vacuna,24.91,67.6350800977464
TKM,Turkmenistán,2022,Aviar,11.19,18.1420233463035
TKM,Turkmenistán,2022,Caprina y ovina,20.34,32.9766536964981
TKM,Turkmenistán,2022,Otras carnes,2.23,3.61543450064851
TKM,Turkmenistán,2022,Pescados y mariscos,2.7,4.37743190661479
TKM,Turkmenistán,2022,Porcina,0.07,0.11348897535668
TKM,Turkmenistán,2022,Vacuna,25.15,40.7749675745785
TLS,Timor-Leste,2022,Aviar,5.43,14.6875845279957
TLS,Timor-Leste,2022,Caprina y ovina,0.5,1.35244793075467
TLS,Timor-Leste,2022,Otras carnes,11.99,32.4317013794969
TLS,Timor-Leste,2022,Pescados y mariscos,7.19,19.4482012442521
TLS,Timor-Leste,2022,Porcina,10.29,27.833378414931
TLS,Timor-Leste,2022,Vacuna,1.57,4.24668650256965
TON,Tonga,2022,Aviar,90.61,51.579666419992
TON,Tonga,2022,Caprina y ovina,18.04,10.2692548528491
TON,Tonga,2022,Otras carnes,0.19,0.108157340467923
TON,Tonga,2022,Pescados y mariscos,27.97,15.921899015199
TON,Tonga,2022,Porcina,24.76,14.0946092104514
TON,Tonga,2022,Vacuna,14.1,8.02641316104059
TTO,Trinidad y Tobago,2022,Aviar,47.12,58.1800222249661
TTO,Trinidad y Tobago,2022,Caprina y ovina,1.6,1.97555253735029
TTO,Trinidad y Tobago,2022,Otras carnes,0.22,0.271638473885665
TTO,Trinidad y Tobago,2022,Pescados y mariscos,18.34,22.6447709593777
TTO,Trinidad y Tobago,2022,Porcina,6.97,8.6060007408322
TTO,Trinidad y Tobago,2022,Vacuna,6.74,8.3220150635881
TUN,Túnez,2022,Aviar,19.43,42.3311546840959
TUN,Túnez,2022,Caprina y ovina,5.73,12.483660130719
TUN,Túnez,2022,Otras carnes,0.77,1.67755991285403
TUN,Túnez,2022,Pescados y mariscos,15.67,34.1394335511983
TUN,Túnez,2022,Porcina,0.01,0.0217864923747277
TUN,Túnez,2022,Vacuna,4.29,9.34640522875817
TUR,Turquía,2022,Aviar,21.16,40.5286343612335
TUR,Turquía,2022,Caprina y ovina,7.04,13.4840068952308
TUR,Turquía,2022,Otras carnes,0.02,0.038306837770542
TUR,Turquía,2022,Pescados y mariscos,5.43,10.4003064547022
TUR,Turquía,2022,Porcina,0.0,0.0
TUR,Turquía,2022,Vacuna,18.56,35.548745451063
TUV,Tuvalu,2022,Aviar,42.35,36.2709832134293
TUV,Tuvalu,2022,Caprina y ovina,4.39,3.75984926344639
TUV,Tuvalu,2022,Otras carnes,0.7,0.599520383693045
TUV,Tuvalu,2022,Pescados y mariscos,48.53,41.5638917437479
TUV,Tuvalu,2022,Porcina,16.18,13.8574854402193
TUV,Tuvalu,2022,Vacuna,4.61,3.9482699554642
TWN,Taiwán,2022,Aviar,40.9,34.5935887676563
TWN,Taiwán,2022,Caprina y ovina,0.8,0.676647213059291
TWN,Taiwán,2022,Otras carnes,0.08,0.0676647213059291
TWN,Taiwán,2022,Pescados y mariscos,29.68,25.1036116044997
TWN,Taiwán,2022,Porcina,38.18,32.2929882432547
TWN,Taiwán,2022,Vacuna,8.59,7.26549945022414
TZA,Tanzanía,2022,Aviar,1.56,8.52459016393443
TZA,Tanzanía,2022,Caprina y ovina,1.47,8.0327868852459
TZA,Tanzanía,2022,Otras carnes,0.41,2.24043715846995
TZA,Tanzanía,2022,Pescados y mariscos,6.51,35.5737704918033
TZA,Tanzanía,2022,Porcina,0.69,3.77049180327869
TZA,Tanzanía,2022,Vacuna,7.66,41.8579234972678
UGA,Uganda,2022,Aviar,1.46,5.72998430141287
UGA,Uganda,2022,Caprina y ovina,0.79,3.10047095761381
UGA,Uganda,2022,Otras carnes,0.65,2.55102040816327
UGA,Uganda,2022,Pescados y mariscos,15.87,62.2841444270016
UGA,Uganda,2022,Porcina,2.74,10.7535321821036
UGA,Uganda,2022,Vacuna,3.97,15.5808477237049
UKR,Ucrania,2022,Aviar,22.87,35.7399593686513
UKR,Ucrania,2022,Caprina y ovina,0.27,0.421940928270042
UKR,Ucrania,2022,Otras carnes,0.37,0.578215346147836
UKR,Ucrania,2022,Pescados y mariscos,16.03,25.0507891858103
UKR,Ucrania,2022,Porcina,18.25,28.5200812626973
UKR,Ucrania,2022,Vacuna,6.2,9.68901390842319
URY,Uruguay,2022,Aviar,23.66,31.2756113681428
URY,Uruguay,2022,Caprina y ovina,1.92,2.5380039656312
URY,Uruguay,2022,Otras carnes,1.51,1.9960343688037
URY,Uruguay,2022,Pescados y mariscos,11.81,15.6113681427627
URY,Uruguay,2022,Porcina,21.31,28.1692002643754
URY,Uruguay,2022,Vacuna,15.44,20.4097818902842
USA,Estados Unidos,2022,Aviar,53.54,36.8783579005373
USA,Estados Unidos,2022,Caprina y ovina,0.69,0.475272076043532
USA,Estados Unidos,2022,Otras carnes,0.79,0.544152087064334
USA,Estados Unidos,2022,Pescados y mariscos,22.29,15.3533544565367
USA,Estados Unidos,2022,Porcina,29.86,20.5675712908114
USA,Estados Unidos,2022,Vacuna,38.01,26.1812921890068
UZB,Uzbekistán,2022,Aviar,6.38,13.7826744437243
UZB,Uzbekistán,2022,Caprina y ovina,4.8,10.3694102397926
UZB,Uzbekistán,2022,Otras carnes,0.29,0.62648520198747
UZB,Uzbekistán,2022,Pescados y mariscos,3.89,8.40354288183193
UZB,Uzbekistán,2022,Porcina,0.18,0.388852883992223
UZB,Uzbekistán,2022,Vacuna,30.75,66.4290343486714
VCT,San Vicente y las Granadinas,2022,Aviar,94.06,65.346672224538
VCT,San Vicente y las Granadinas,2022,Caprina y ovina,0.89,0.618313186049743
VCT,San Vicente y las Granadinas,2022,Otras carnes,0.0,0.0
VCT,San Vicente y las Granadinas,2022,Pescados y mariscos,19.6,13.6167847714325
VCT,San Vicente y las Granadinas,2022,Porcina,17.87,12.4148950951785
VCT,San Vicente y las Granadinas,2022,Vacuna,11.52,8.00333472280117
VEN,Venezuela,2022,Aviar,15.88,33.6440677966102
VEN,Venezuela,2022,Caprina y ovina,0.34,0.720338983050847
VEN,Venezuela,2022,Otras carnes,0.01,0.0211864406779661
VEN,Venezuela,2022,Pescados y mariscos,10.25,21.7161016949153
VEN,Venezuela,2022,Porcina,6.76,14.3220338983051
VEN,Venezuela,2022,Vacuna,13.96,29.5762711864407
VNM,Vietnam,2022,Aviar,14.95,15.8234546994073
VNM,Vietnam,2022,Caprina y ovina,0.2,0.211685012701101
VNM,Vietnam,2022,Otras carnes,0.3,0.317527519051651
VNM,Vietnam,2022,Pescados y mariscos,40.93,43.3213378492803
VNM,Vietnam,2022,Porcina,32.79,34.7057578323455
VNM,Vietnam,2022,Vacuna,5.31,5.62023708721422
VUT,Vanuatu,2022,Aviar,16.16,24.9344237000463
VUT,Vanuatu,2022,Caprina y ovina,0.12,0.185156611634007
VUT,Vanuatu,2022,Otras carnes,0.03,0.0462891529085018
VUT,Vanuatu,2022,Pescados y mariscos,29.46,45.4559481561487
VUT,Vanuatu,2022,Porcina,11.3,17.435580928869
VUT,Vanuatu,2022,Vacuna,7.74,11.9426014503935
WSM,Samoa,2022,Aviar,73.98,49.8483929654336
WSM,Samoa,2022,Caprina y ovina,5.88,3.96199717000202
WSM,Samoa,2022,Otras carnes,0.0,0.0
WSM,Samoa,2022,Pescados y mariscos,43.47,29.2904790782292
WSM,Samoa,2022,Porcina,13.92,9.37942187184152
WSM,Samoa,2022,Vacuna,11.16,7.51970891449363
YEM,Yemen,2022,Aviar,9.06,48.8673139158576
YEM,Yemen,2022,Caprina y ovina,4.59,24.7572815533981
YEM,Yemen,2022,Otras carnes,0.09,0.485436893203884
YEM,Yemen,2022,Pescados y mariscos,2.5,13.4843581445523
YEM,Yemen,2022,Porcina,0.01,0.0539374325782093
YEM,Yemen,2022,Vacuna,2.29,12.3516720604099
ZAF,Sudáfrica,2022,Aviar,39.57,55.2962548910006
ZAF,Sudáfrica,2022,Caprina y ovina,2.78,3.8848518725545
ZAF,Sudáfrica,2022,Otras carnes,0.86,1.20178870877585
ZAF,Sudáfrica,2022,Pescados y mariscos,6.38,8.91559530463946
ZAF,Sudáfrica,2022,Porcina,5.84,8.16098378982672
ZAF,Sudáfrica,2022,Vacuna,16.13,22.5405254332029
ZMB,Zambia,2022,Aviar,4.94,15.717467387846
ZMB,Zambia,2022,Caprina y ovina,0.82,2.60897231944003
ZMB,Zambia,2022,Otras carnes,2.06,6.55424753420299
ZMB,Zambia,2022,Pescados y mariscos,13.34,42.4435252943048
ZMB,Zambia,2022,Porcina,1.22,3.88164174355711
ZMB,Zambia,2022,Vacuna,9.05,28.7941457206491
ZWE,Zimbabwe,2022,Aviar,7.18,12.1222353537059
ZWE,Zimbabwe,2022,Caprina y ovina,1.96,3.30913388485565
ZWE,Zimbabwe,2022,Otras carnes,2.35,3.96758399459733
ZWE,Zimbabwe,2022,Pescados y mariscos,2.63,4.44031740671957
ZWE,Zimbabwe,2022,Porcina,0.69,1.16495019415837
ZWE,Zimbabwe,2022,Vacuna,44.42,74.9957791659632
WLD,Mundo,2022,Aviar,24.2331382978723,33.222732606091
WLD,Mundo,2022,Caprina y ovina,3.18021276595745,4.35995359144869
WLD,Mundo,2022,Otras carnes,1.54909574468085,2.12375273372182
WLD,Mundo,2022,Pescados y mariscos,19.0216489361702,26.0779742419414
WLD,Mundo,2022,Porcina,13.993829787234,19.1850209181222
WLD,Mundo,2022,Vacuna,10.9635106382979,15.0305659086749
