"anio","inflacion","iso3"
"2003","-0.101","OMN"
"2004","2.018","OMN"
"2005","1.879","OMN"
"2006","4.272","OMN"
"2007","8.287","OMN"
"2008","11.78","OMN"
"2009","0.923","OMN"
"2010","4.192","OMN"
"2011","3.292","OMN"
"2012","4.377","OMN"
"2013","0.784","OMN"
"2014","1.003","OMN"
"2015","-0.024","OMN"
"2016","0.739","OMN"
"2017","1.667","OMN"
"2018","0.568","OMN"
"2019","0.489","OMN"
"2020","-0.884","OMN"
"2021","3.601","OMN"
"2022","1.497","OMN"
"2023","0.642","OMN"
"2000","5.103","PAK"
"2001","2.535","PAK"
"2002","4.428","PAK"
"2003","1.919","PAK"
"2004","8.457","PAK"
"2005","8.736","PAK"
"2006","7.648","PAK"
"2007","6.997","PAK"
"2008","21.529","PAK"
"2009","10.964","PAK"
"2010","11.762","PAK"
"2011","13.313","PAK"
"2012","11.265","PAK"
"2013","5.853","PAK"
"2014","8.225","PAK"
"2015","3.158","PAK"
"2016","3.191","PAK"
"2017","3.932","PAK"
"2018","5.212","PAK"
"2019","8","PAK"
"2020","8.592","PAK"
"2021","9.699","PAK"
"2022","21.271","PAK"
"2023","29.401","PAK"
"2000","0.706","PAN"
"2001","0","PAN"
"2002","1.753","PAN"
"2003","-0.2","PAN"
"2004","1.605","PAN"
"2005","3.356","PAN"
"2006","2.197","PAN"
"2007","6.355","PAN"
"2008","6.766","PAN"
"2009","1.893","PAN"
"2010","4.927","PAN"
"2011","6.313","PAN"
"2012","4.634","PAN"
"2013","3.737","PAN"
"2014","0.97","PAN"
"2015","0.294","PAN"
"2016","1.463","PAN"
"2017","0.481","PAN"
"2018","0.158","PAN"
"2019","-0.064","PAN"
"2020","-1.575","PAN"
"2021","2.624","PAN"
"2022","2.075","PAN"
"2023","1.921","PAN"
"2000","9.971","PNG"
"2001","10.352","PNG"
"2002","14.815","PNG"
"2003","8.438","PNG"
"2004","2.377","PNG"
"2005","4.72","PNG"
"2006","-0.945","PNG"
"2007","3.242","PNG"
"2008","11.249","PNG"
"2009","5.672","PNG"
"2010","4.894","PNG"
"2011","4.366","PNG"
"2012","5.816","PNG"
"2013","2.893","PNG"
"2014","6.654","PNG"
"2015","6.327","PNG"
"2016","6.612","PNG"
"2017","4.7","PNG"
"2018","4.8","PNG"
"2019","2.735","PNG"
"2020","5.141","PNG"
"2021","5.694","PNG"
"2022","3.412","PNG"
"2023","3.45","PNG"
"2000","8.644","PRY"
"2001","8.215","PRY"
"2002","14.66","PRY"
"2003","9.361","PRY"
"2004","2.714","PRY"
"2005","9.959","PRY"
"2006","12.384","PRY"
"2007","6.086","PRY"
"2008","7.442","PRY"
"2009","1.876","PRY"
"2010","7.224","PRY"
"2011","4.888","PRY"
"2012","4.03","PRY"
"2013","3.753","PRY"
"2014","4.201","PRY"
"2015","3.135","PRY"
"2016","3.909","PRY"
"2017","4.493","PRY"
"2018","3.2","PRY"
"2019","2.81","PRY"
"2020","2.168","PRY"
"2021","6.827","PRY"
"2022","8.117","PRY"
"2023","3.674","PRY"
"2000","3.734","PER"
"2001","-0.127","PER"
"2002","1.516","PER"
"2003","2.484","PER"
"2004","3.481","PER"
"2005","1.494","PER"
"2006","1.138","PER"
"2007","3.928","PER"
"2008","6.65","PER"
"2009","0.245","PER"
"2010","2.073","PER"
"2011","4.747","PER"
"2012","2.644","PER"
"2013","2.858","PER"
"2014","3.23","PER"
"2015","4.394","PER"
"2016","3.235","PER"
"2017","1.365","PER"
"2018","2.193","PER"
"2019","1.9","PER"
"2020","1.973","PER"
"2021","6.427","PER"
"2022","8.46","PER"
"2023","3.237","PER"
"2000","8.595","PHL"
"2001","3.668","PHL"
"2002","2.048","PHL"
"2003","2.372","PHL"
"2004","7.13","PHL"
"2005","5.99","PHL"
"2006","4.239","PHL"
"2007","3.464","PHL"
"2008","7.86","PHL"
"2009","4.453","PHL"
"2010","3.618","PHL"
"2011","4.239","PHL"
"2012","2.871","PHL"
"2013","3.721","PHL"
"2014","1.906","PHL"
"2015","0.77","PHL"
"2016","2.183","PHL"
"2017","2.885","PHL"
"2018","5.296","PHL"
"2019","2.367","PHL"
"2020","3.276","PHL"
"2021","3.078","PHL"
"2022","8.054","PHL"
"2023","3.936","PHL"
"2000","8.5","POL"
"2001","3.6","POL"
"2002","0.8","POL"
"2003","1.7","POL"
"2004","4.4","POL"
"2005","0.7","POL"
"2006","1.4","POL"
"2007","4","POL"
"2008","3.3","POL"
"2009","3.5","POL"
"2010","3.1","POL"
"2011","4.6","POL"
"2012","2.4","POL"
"2013","0.7","POL"
"2014","-1","POL"
"2015","-0.5","POL"
"2016","0.8","POL"
"2017","2.1","POL"
"2018","1.1","POL"
"2019","3.4","POL"
"2020","2.4","POL"
"2021","8.6","POL"
"2022","16.6","POL"
"2023","6.2","POL"
"2000","3.824","PRT"
"2001","3.911","PRT"
"2002","4.022","PRT"
"2003","2.28","PRT"
"2004","2.568","PRT"
"2005","2.54","PRT"
"2006","2.523","PRT"
"2007","2.742","PRT"
"2008","0.842","PRT"
"2009","-0.141","PRT"
"2010","2.444","PRT"
"2011","3.498","PRT"
"2012","2.09","PRT"
"2013","0.171","PRT"
"2014","-0.27","PRT"
"2015","0.291","PRT"
"2016","0.881","PRT"
"2017","1.618","PRT"
"2018","0.635","PRT"
"2019","0.369","PRT"
"2020","-0.29","PRT"
"2021","2.784","PRT"
"2022","9.805","PRT"
"2023","1.891","PRT"
"2000","3.53","PRI"
"2001","-1.959","PRI"
"2002","2.308","PRI"
"2003","0.541","PRI"
"2004","4.94","PRI"
"2005","5.88","PRI"
"2006","4.519","PRI"
"2007","4.248","PRI"
"2008","1.36","PRI"
"2009","3.905","PRI"
"2010","0.527","PRI"
"2011","3.266","PRI"
"2012","1.152","PRI"
"2013","0.811","PRI"
"2014","0.07","PRI"
"2015","-0.159","PRI"
"2016","0.453","PRI"
"2017","1.161","PRI"
"2018","0.569","PRI"
"2019","0.529","PRI"
"2020","-0.082","PRI"
"2021","4.157","PRI"
"2022","6.075","PRI"
"2023","1.549","PRI"
"2000","40.71","ROU"
"2001","30.193","ROU"
"2002","17.89","ROU"
"2003","14.241","ROU"
"2004","9.158","ROU"
"2005","8.717","ROU"
"2006","4.879","ROU"
"2007","6.561","ROU"
"2008","6.3","ROU"
"2009","4.751","ROU"
"2010","7.978","ROU"
"2011","3.133","ROU"
"2012","4.964","ROU"
"2013","1.569","ROU"
"2014","0.828","ROU"
"2015","-0.947","ROU"
"2016","-0.534","ROU"
"2017","3.32","ROU"
"2018","3.261","ROU"
"2019","4.047","ROU"
"2020","2.068","ROU"
"2021","8.188","ROU"
"2022","16.371","ROU"
"2023","6.606","ROU"
"2000","20.2","RUS"
"2001","18.584","RUS"
"2002","15.056","RUS"
"2003","11.988","RUS"
"2004","11.741","RUS"
"2005","10.915","RUS"
"2006","8.996","RUS"
"2007","11.869","RUS"
"2008","13.282","RUS"
"2009","8.797","RUS"
"2010","8.777","RUS"
"2011","6.101","RUS"
"2012","6.576","RUS"
"2013","6.45","RUS"
"2014","11.362","RUS"
"2015","12.908","RUS"
"2016","5.375","RUS"
"2017","2.523","RUS"
"2018","4.269","RUS"
"2019","3.046","RUS"
"2020","4.912","RUS"
"2021","8.393","RUS"
"2022","11.923","RUS"
"2023","7.417","RUS"
"2000","5.924","RWA"
"2001","-0.219","RWA"
"2002","6.165","RWA"
"2003","7.677","RWA"
"2004","10.25","RWA"
"2005","5.608","RWA"
"2006","12.138","RWA"
"2007","6.579","RWA"
"2008","22.323","RWA"
"2009","5.737","RWA"
"2010","0.237","RWA"
"2011","8.274","RWA"
"2012","3.93","RWA"
"2013","3.571","RWA"
"2014","2.13","RWA"
"2015","4.568","RWA"
"2016","7.312","RWA"
"2017","0.626","RWA"
"2018","1.137","RWA"
"2019","6.696","RWA"
"2020","3.749","RWA"
"2021","1.885","RWA"
"2022","21.665","RWA"
"2023","6.423","RWA"
"2000","-1.731","SAU"
"2001","-0.587","SAU"
"2002","0.591","SAU"
"2003","0.294","SAU"
"2004","0.439","SAU"
"2005","1.166","SAU"
"2006","2.464","SAU"
"2007","7.312","SAU"
"2008","5.372","SAU"
"2009","3.482","SAU"
"2010","3.725","SAU"
"2011","2.549","SAU"
"2012","3.615","SAU"
"2013","2.519","SAU"
"2014","1.904","SAU"
"2015","1.231","SAU"
"2016","0.969","SAU"
"2017","-1.113","SAU"
"2018","1.91","SAU"
"2019","-0.182","SAU"
"2020","5.329","SAU"
"2021","1.243","SAU"
"2022","2.037","SAU"
"2023","0.382","SAU"
"2000","1.366","SEN"
"2001","4.051","SEN"
"2002","1.5","SEN"
"2003","-1.488","SEN"
"2004","1.709","SEN"
"2005","1.422","SEN"
"2006","3.909","SEN"
"2007","6.178","SEN"
"2008","5.548","SEN"
"2009","-4.545","SEN"
"2010","4.294","SEN"
"2011","2.735","SEN"
"2012","1.134","SEN"
"2013","-0.076","SEN"
"2014","-0.808","SEN"
"2015","0.959","SEN"
"2016","2.859","SEN"
"2017","-0.792","SEN"
"2018","1.116","SEN"
"2019","0.638","SEN"
"2020","2.433","SEN"
"2021","3.825","SEN"
"2022","12.8","SEN"
"2023","0.788","SEN"
"2000","111.959","SRB"
"2001","26.258","SRB"
"2002","2.508","SRB"
"2003","4.107","SRB"
"2004","14.202","SRB"
"2005","15.839","SRB"
"2006","5.718","SRB"
"2007","11.025","SRB"
"2008","8.584","SRB"
"2009","6.601","SRB"
"2010","10.245","SRB"
"2011","7.004","SRB"
"2012","12.184","SRB"
"2013","2.195","SRB"
"2014","1.752","SRB"
"2015","1.556","SRB"
"2016","1.532","SRB"
"2017","3.017","SRB"
"2018","1.987","SRB"
"2019","1.846","SRB"
"2020","1.259","SRB"
"2021","7.857","SRB"
"2022","15.122","SRB"
"2023","7.649","SRB"
"2000","-3.052","SLE"
"2001","3.432","SLE"
"2002","-3.08","SLE"
"2003","11.286","SLE"
"2004","14.391","SLE"
"2005","13.1","SLE"
"2006","8.263","SLE"
"2007","13.763","SLE"
"2008","9.29","SLE"
"2009","7.532","SLE"
"2010","7.405","SLE"
"2011","6.646","SLE"
"2012","6.203","SLE"
"2013","5.374","SLE"
"2014","4.606","SLE"
"2015","8.383","SLE"
"2016","17.42","SLE"
"2017","15.324","SLE"
"2018","14.237","SLE"
"2019","13.902","SLE"
"2020","10.447","SLE"
"2021","17.938","SLE"
"2022","37.09","SLE"
"2023","52.156","SLE"
"2000","2.063","SGP"
"2001","-0.588","SGP"
"2002","0.436","SGP"
"2003","0.745","SGP"
"2004","1.311","SGP"
"2005","1.26","SGP"
"2006","0.809","SGP"
"2007","3.82","SGP"
"2008","5.366","SGP"
"2009","-0.527","SGP"
"2010","4.59","SGP"
"2011","5.534","SGP"
"2012","4.324","SGP"
"2013","1.499","SGP"
"2014","-0.076","SGP"
"2015","-0.639","SGP"
"2016","0.163","SGP"
"2017","0.375","SGP"
"2018","0.465","SGP"
"2019","0.761","SGP"
"2020","0.024","SGP"
"2021","3.951","SGP"
"2022","6.46","SGP"
"2023","3.739","SGP"
"2000","8.44","SVK"
"2001","6.568","SVK"
"2002","3.096","SVK"
"2003","9.24","SVK"
"2004","5.775","SVK"
"2005","3.656","SVK"
"2006","3.479","SVK"
"2007","2.33","SVK"
"2008","3.467","SVK"
"2009","0.044","SVK"
"2010","1.303","SVK"
"2011","4.581","SVK"
"2012","3.358","SVK"
"2013","0.36","SVK"
"2014","-0.139","SVK"
"2015","-0.449","SVK"
"2016","0.301","SVK"
"2017","2.098","SVK"
"2018","2.025","SVK"
"2019","3.318","SVK"
"2020","1.773","SVK"
"2021","5.162","SVK"
"2022","15.107","SVK"
"2023","6.615","SVK"
"2000","6.515","ZAF"
"2001","4.893","ZAF"
"2002","12.245","ZAF"
"2003","0.26","ZAF"
"2004","3.627","ZAF"
"2005","3.5","ZAF"
"2006","6.039","ZAF"
"2007","8.656","ZAF"
"2008","10.066","ZAF"
"2009","6.31","ZAF"
"2010","3.597","ZAF"
"2011","6.076","ZAF"
"2012","5.728","ZAF"
"2013","5.263","ZAF"
"2014","5.441","ZAF"
"2015","5.16","ZAF"
"2016","6.764","ZAF"
"2017","4.695","ZAF"
"2018","4.921","ZAF"
"2019","3.744","ZAF"
"2020","3.172","ZAF"
"2021","5.442","ZAF"
"2022","7.406","ZAF"
"2023","5.523","ZAF"
"2000","4.007","ESP"
"2001","2.512","ESP"
"2002","4.012","ESP"
"2003","2.692","ESP"
"2004","3.277","ESP"
"2005","3.722","ESP"
"2006","2.718","ESP"
"2007","4.284","ESP"
"2008","1.45","ESP"
"2009","0.899","ESP"
"2010","2.865","ESP"
"2011","2.347","ESP"
"2012","3.007","ESP"
"2013","0.307","ESP"
"2014","-1.134","ESP"
"2015","-0.13","ESP"
"2016","1.409","ESP"
"2017","1.222","ESP"
"2018","1.226","ESP"
"2019","0.846","ESP"
"2020","-0.572","ESP"
"2021","6.569","ESP"
"2022","5.48","ESP"
"2023","3.276","ESP"
"2000","1.81","SDN"
"2001","4.198","SDN"
"2002","22.742","SDN"
"2003","8.256","SDN"
"2004","7.264","SDN"
"2005","5.545","SDN"
"2006","15.845","SDN"
"2007","8.721","SDN"
"2008","14.893","SDN"
"2009","13.447","SDN"
"2010","15.352","SDN"
"2011","18.895","SDN"
"2012","44.436","SDN"
"2013","41.903","SDN"
"2014","25.668","SDN"
"2015","12.582","SDN"
"2016","30.474","SDN"
"2017","25.151","SDN"
"2018","72.935","SDN"
"2019","57.011","SDN"
"2020","269.334","SDN"
"2021","318.208","SDN"
"2022","87.319","SDN"
"2023","146.627","SDN"
"2000","1.504","SWE"
"2001","3.038","SWE"
"2002","1.595","SWE"
"2003","1.911","SWE"
"2004","1.128","SWE"
"2005","1.104","SWE"
"2006","1.404","SWE"
"2007","2.292","SWE"
"2008","2.665","SWE"
"2009","2.327","SWE"
"2010","1.777","SWE"
"2011","0.835","SWE"
"2012","0.973","SWE"
"2013","0.253","SWE"
"2014","0.309","SWE"
"2015","0.851","SWE"
"2016","1.416","SWE"
"2017","1.776","SWE"
"2018","2.218","SWE"
"2019","1.71","SWE"
"2020","0.399","SWE"
"2021","3.904","SWE"
"2022","10.231","SWE"
"2023","3.024","SWE"
"2000","1.489","CHE"
"2001","0.332","CHE"
"2002","0.88","CHE"
"2003","0.56","CHE"
"2004","1.289","CHE"
"2005","0.975","CHE"
"2006","0.629","CHE"
"2007","2.022","CHE"
"2008","0.719","CHE"
"2009","0.296","CHE"
"2010","0.535","CHE"
"2011","-0.586","CHE"
"2012","-0.435","CHE"
"2013","0.082","CHE"
"2014","-0.307","CHE"
"2015","-1.274","CHE"
"2016","0.027","CHE"
"2017","0.878","CHE"
"2018","0.726","CHE"
"2019","0.191","CHE"
"2020","-0.777","CHE"
"2021","1.571","CHE"
"2022","2.877","CHE"
"2023","1.74","CHE"
"2000","1.639","TWN"
"2001","-1.685","TWN"
"2002","0.777","TWN"
"2003","-0.061","TWN"
"2004","1.616","TWN"
"2005","2.205","TWN"
"2006","0.684","TWN"
"2007","3.325","TWN"
"2008","1.269","TWN"
"2009","-0.246","TWN"
"2010","1.234","TWN"
"2011","2.027","TWN"
"2012","1.618","TWN"
"2013","0.331","TWN"
"2014","0.607","TWN"
"2015","0.127","TWN"
"2016","1.692","TWN"
"2017","1.216","TWN"
"2018","-0.062","TWN"
"2019","1.151","TWN"
"2020","0.041","TWN"
"2021","2.631","TWN"
"2022","2.712","TWN"
"2023","2.698","TWN"
"2000","60.628","TJK"
"2001","12.479","TJK"
"2002","14.471","TJK"
"2003","13.731","TJK"
"2004","5.732","TJK"
"2005","7.125","TJK"
"2006","12.514","TJK"
"2007","19.846","TJK"
"2008","11.857","TJK"
"2009","4.915","TJK"
"2010","9.804","TJK"
"2011","9.315","TJK"
"2012","6.444","TJK"
"2013","3.707","TJK"
"2014","7.381","TJK"
"2015","5.082","TJK"
"2016","6.067","TJK"
"2017","6.658","TJK"
"2018","5.383","TJK"
"2019","8.047","TJK"
"2020","9.427","TJK"
"2021","8.042","TJK"
"2022","4.234","TJK"
"2023","3.831","TJK"
"2000","5.529","TZA"
"2001","4.854","TZA"
"2002","4.404","TZA"
"2003","4.563","TZA"
"2004","4.102","TZA"
"2005","4.982","TZA"
"2006","6.659","TZA"
"2007","6.423","TZA"
"2008","13.474","TZA"
"2009","12.226","TZA"
"2010","5.553","TZA"
"2011","19.754","TZA"
"2012","12.062","TZA"
"2013","5.561","TZA"
"2014","4.752","TZA"
"2015","6.828","TZA"
"2016","5.049","TZA"
"2017","3.961","TZA"
"2018","3.25","TZA"
"2019","3.85","TZA"
"2020","3.154","TZA"
"2021","4.16","TZA"
"2022","4.851","TZA"
"2023","3.968","TZA"
"2000","1.627","THA"
"2001","0.582","THA"
"2002","1.592","THA"
"2003","1.852","THA"
"2004","2.937","THA"
"2005","5.707","THA"
"2006","3.728","THA"
"2007","2.974","THA"
"2008","0.481","THA"
"2009","3.473","THA"
"2010","3.09","THA"
"2011","3.537","THA"
"2012","3.622","THA"
"2013","1.674","THA"
"2014","0.597","THA"
"2015","-0.859","THA"
"2016","1.125","THA"
"2017","0.776","THA"
"2018","0.354","THA"
"2019","0.878","THA"
"2020","-0.27","THA"
"2021","2.166","THA"
"2022","5.89","THA"
"2023","-0.834","THA"
"2000","-1.231","TGO"
"2001","6.561","TGO"
"2002","1.476","TGO"
"2003","-1.675","TGO"
"2004","3.667","TGO"
"2005","3.575","TGO"
"2006","0.649","TGO"
"2007","3.038","TGO"
"2008","8.698","TGO"
"2009","1.753","TGO"
"2010","1.556","TGO"
"2011","1.461","TGO"
"2012","2.909","TGO"
"2013","-0.504","TGO"
"2014","1.831","TGO"
"2015","1.624","TGO"
"2016","0.438","TGO"
"2017","-0.68","TGO"
"2018","1.989","TGO"
"2019","-0.329","TGO"
"2020","3.537","TGO"
"2021","6.157","TGO"
"2022","7.716","TGO"
"2023","2.613","TGO"
"2000","1.689","TUN"
"2001","2.881","TUN"
"2002","1.6","TUN"
"2003","4.462","TUN"
"2004","1.256","TUN"
"2005","3.474","TUN"
"2006","3.357","TUN"
"2007","5.104","TUN"
"2008","4.084","TUN"
"2009","4.136","TUN"
"2010","3.48","TUN"
"2011","3.448","TUN"
"2012","5.373","TUN"
"2013","5.225","TUN"
"2014","4.444","TUN"
"2015","3.819","TUN"
"2016","4.217","TUN"
"2017","6.154","TUN"
"2018","7.493","TUN"
"2019","6.078","TUN"
"2020","4.881","TUN"
"2021","6.606","TUN"
"2022","10.089","TUN"
"2023","8.114","TUN"
"2000","38.998","TUR"
"2001","68.489","TUR"
"2002","29.705","TUR"
"2003","18.403","TUR"
"2004","9.353","TUR"
"2005","7.717","TUR"
"2006","9.653","TUR"
"2007","8.387","TUR"
"2008","10.064","TUR"
"2009","6.526","TUR"
"2010","6.401","TUR"
"2011","10.448","TUR"
"2012","6.164","TUR"
"2013","7.4","TUR"
"2014","8.17","TUR"
"2015","8.808","TUR"
"2016","8.533","TUR"
"2017","11.92","TUR"
"2018","20.302","TUR"
"2019","11.836","TUR"
"2020","14.599","TUR"
"2021","36.081","TUR"
"2022","64.27","TUR"
"2023","64.773","TUR"
"2000","7.372","TKM"
"2001","11.746","TKM"
"2002","7.805","TKM"
"2003","3.059","TKM"
"2004","9","TKM"
"2005","10.354","TKM"
"2006","7.098","TKM"
"2007","8.648","TKM"
"2008","8.936","TKM"
"2009","0.148","TKM"
"2010","4.773","TKM"
"2011","5.568","TKM"
"2012","7.832","TKM"
"2013","4.002","TKM"
"2014","4.418","TKM"
"2015","6.005","TKM"
"2016","6.168","TKM"
"2017","10.419","TKM"
"2018","7.2","TKM"
"2019","6.267","TKM"
"2020","8.9","TKM"
"2021","21.136","TKM"
"2022","3.034","TKM"
"2023","1.465","TKM"
"2000","4.218","UGA"
"2001","-4.424","UGA"
"2002","5.722","UGA"
"2003","5.907","UGA"
"2004","8.004","UGA"
"2005","3.673","UGA"
"2006","10.884","UGA"
"2007","5.183","UGA"
"2008","14.234","UGA"
"2009","10.938","UGA"
"2010","3.083","UGA"
"2011","27.009","UGA"
"2012","5.243","UGA"
"2013","6.739","UGA"
"2014","1.794","UGA"
"2015","6.448","UGA"
"2016","5.649","UGA"
"2017","3.006","UGA"
"2018","2.321","UGA"
"2019","2.372","UGA"
"2020","2.457","UGA"
"2021","2.88","UGA"
"2022","10.231","UGA"
"2023","2.603","UGA"
"2000","25.816","UKR"
"2001","6.122","UKR"
"2002","-0.569","UKR"
"2003","8.243","UKR"
"2004","12.309","UKR"
"2005","10.347","UKR"
"2006","11.625","UKR"
"2007","16.59","UKR"
"2008","22.311","UKR"
"2009","12.31","UKR"
"2010","9.096","UKR"
"2011","4.56","UKR"
"2012","-0.202","UKR"
"2013","0.496","UKR"
"2014","24.87","UKR"
"2015","43.313","UKR"
"2016","12.361","UKR"
"2017","13.669","UKR"
"2018","9.777","UKR"
"2019","4.054","UKR"
"2020","4.992","UKR"
"2021","10.015","UKR"
"2022","26.603","UKR"
"2023","5.084","UKR"
"2000","2.535","ARE"
"2001","2.747","ARE"
"2002","2.828","ARE"
"2003","2.079","ARE"
"2004","5.041","ARE"
"2005","6.028","ARE"
"2006","12.027","ARE"
"2007","11.253","ARE"
"2008","8.804","ARE"
"2009","0.2","ARE"
"2010","1.722","ARE"
"2011","0.156","ARE"
"2012","0.601","ARE"
"2013","1.443","ARE"
"2014","3.108","ARE"
"2015","3.596","ARE"
"2016","1.619","ARE"
"2017","1.966","ARE"
"2018","3.071","ARE"
"2019","-1.934","ARE"
"2020","-2.076","ARE"
"2021","-0.113","ARE"
"2022","4.827","ARE"
"2023","1.623","ARE"
"2000","0.806","GBR"
"2001","1.059","GBR"
"2002","1.661","GBR"
"2003","1.27","GBR"
"2004","1.673","GBR"
"2005","1.918","GBR"
"2006","2.985","GBR"
"2007","2.083","GBR"
"2008","3.051","GBR"
"2009","2.894","GBR"
"2010","3.703","GBR"
"2011","4.197","GBR"
"2012","2.677","GBR"
"2013","2.034","GBR"
"2014","0.547","GBR"
"2015","0.202","GBR"
"2016","1.559","GBR"
"2017","2.973","GBR"
"2018","2.104","GBR"
"2019","1.302","GBR"
"2020","0.589","GBR"
"2021","5.386","GBR"
"2022","10.528","GBR"
"2023","3.993","GBR"
"2000","3.427","USA"
"2001","1.552","USA"
"2002","2.616","USA"
"2003","1.909","USA"
"2004","3.209","USA"
"2005","3.683","USA"
"2006","2.199","USA"
"2007","4.084","USA"
"2008","0.701","USA"
"2009","1.919","USA"
"2010","1.689","USA"
"2011","3.086","USA"
"2012","1.822","USA"
"2013","1.319","USA"
"2014","0.524","USA"
"2015","0.695","USA"
"2016","2.197","USA"
"2017","2.178","USA"
"2018","1.921","USA"
"2019","2.086","USA"
"2020","1.561","USA"
"2021","7.392","USA"
"2022","6.413","USA"
"2023","3.201","USA"
"2000","5.083","URY"
"2001","3.567","URY"
"2002","25.978","URY"
"2003","10.195","URY"
"2004","7.569","URY"
"2005","4.887","URY"
"2006","6.373","URY"
"2007","8.514","URY"
"2008","9.202","URY"
"2009","5.914","URY"
"2010","6.924","URY"
"2011","8.59","URY"
"2012","7.478","URY"
"2013","8.523","URY"
"2014","8.266","URY"
"2015","9.444","URY"
"2016","8.09","URY"
"2017","6.551","URY"
"2018","7.961","URY"
"2019","8.801","URY"
"2020","9.401","URY"
"2021","7.97","URY"
"2022","8.291","URY"
"2023","5.113","URY"
"2000","28.182","UZB"
"2001","26.483","UZB"
"2002","21.557","UZB"
"2003","8.74","UZB"
"2004","9.261","UZB"
"2005","11.377","UZB"
"2006","10.88","UZB"
"2007","11.855","UZB"
"2008","13.833","UZB"
"2009","12.356","UZB"
"2010","11.901","UZB"
"2011","13.61","UZB"
"2012","10.813","UZB"
"2013","10.804","UZB"
"2014","9.237","UZB"
"2015","8.427","UZB"
"2016","9.801","UZB"
"2017","18.782","UZB"
"2018","14.265","UZB"
"2019","15.189","UZB"
"2020","11.167","UZB"
"2021","9.983","UZB"
"2022","12.257","UZB"
"2023","8.751","UZB"
"2000","13.431","VEN"
"2001","12.282","VEN"
"2002","31.215","VEN"
"2003","27.084","VEN"
"2004","19.185","VEN"
"2005","14.358","VEN"
"2006","16.966","VEN"
"2007","22.457","VEN"
"2008","30.9","VEN"
"2009","25.057","VEN"
"2010","27.184","VEN"
"2011","27.57","VEN"
"2012","20.068","VEN"
"2013","56.193","VEN"
"2014","68.54","VEN"
"2015","180.87","VEN"
"2016","274.354","VEN"
"2017","862.629","VEN"
"2018","130060.244","VEN"
"2019","9585.494","VEN"
"2020","2959.839","VEN"
"2021","686.383","VEN"
"2022","233.986","VEN"
"2023","189.981","VEN"
"2000","-0.628","VNM"
"2001","0.567","VNM"
"2002","3.967","VNM"
"2003","2.942","VNM"
"2004","9.75","VNM"
"2005","8.836","VNM"
"2006","6.785","VNM"
"2007","12.685","VNM"
"2008","20.089","VNM"
"2009","6.376","VNM"
"2010","11.755","VNM"
"2011","18.137","VNM"
"2012","6.83","VNM"
"2013","6.021","VNM"
"2014","1.857","VNM"
"2015","0.612","VNM"
"2016","4.737","VNM"
"2017","2.597","VNM"
"2018","2.983","VNM"
"2019","5.232","VNM"
"2020","0.187","VNM"
"2021","1.813","VNM"
"2022","4.549","VNM"
"2023","3.581","VNM"
"2000","8.458","YEM"
"2001","22.35","YEM"
"2002","4.33","YEM"
"2003","13.591","YEM"
"2004","9.981","YEM"
"2005","12.478","YEM"
"2006","7.861","YEM"
"2007","11.168","YEM"
"2008","10.795","YEM"
"2009","8.833","YEM"
"2010","12.486","YEM"
"2011","23.173","YEM"
"2012","5.806","YEM"
"2013","8.14","YEM"
"2014","10.005","YEM"
"2015","34","YEM"
"2016","11.9","YEM"
"2017","46.7","YEM"
"2018","35.89","YEM"
"2019","1.366","YEM"
"2020","43.228","YEM"
"2021","50.398","YEM"
"2022","-2.68","YEM"
"2023","0.497","YEM"
"2000","30.1","ZMB"
"2001","18.678","ZMB"
"2002","26.654","ZMB"
"2003","17.161","ZMB"
"2004","17.502","ZMB"
"2005","15.851","ZMB"
"2006","8.239","ZMB"
"2007","8.933","ZMB"
"2008","16.56","ZMB"
"2009","9.9","ZMB"
"2010","7.9","ZMB"
"2011","7.2","ZMB"
"2012","7.328","ZMB"
"2013","7.14","ZMB"
"2014","7.862","ZMB"
"2015","21.112","ZMB"
"2016","7.469","ZMB"
"2017","6.085","ZMB"
"2018","7.859","ZMB"
"2019","11.719","ZMB"
"2020","19.231","ZMB"
"2021","16.354","ZMB"
"2022","9.899","ZMB"
"2023","13","ZMB"
