"anio","geocodigoFundar","geonombreFundar","le_birth","ranking"
"2020","DZA","Argelia","74.4528","67"
"1870","AGO","Angola","25","77.5"
"1880","AGO","Angola","25","79"
"1890","AGO","Angola","25","81"
"1900","AGO","Angola","25","89"
"1913","AGO","Angola","25","103.5"
"1925","AGO","Angola","25","107.5"
"1929","AGO","Angola","25","116.5"
"1933","AGO","Angola","25","118"
"1938","AGO","Angola","27","112.5"
"1950","AGO","Angola","30.05","145"
"1955","AGO","Angola","32.05","144"
"1960","AGO","Angola","33.1839","144"
"1965","AGO","Angola","35.16341","143"
"1970","AGO","Angola","37.19268","142"
"1975","AGO","Angola","39.2122","141"
"1980","AGO","Angola","40.547","156"
"1985","AGO","Angola","41.199","160"
"1990","AGO","Angola","41.8933","160"
"1995","AGO","Angola","45.8491","154"
"2000","AGO","Angola","46.0236","157"
"2005","AGO","Angola","51.5699","153"
"2010","AGO","Angola","56.7258","144"
"2015","AGO","Angola","60.6546","142"
"2020","AGO","Angola","62.2612","141"
"1870","BEN","Benin","25","77.5"
"1880","BEN","Benin","25","79"
"1890","BEN","Benin","25","81"
"1900","BEN","Benin","25","89"
"1913","BEN","Benin","28","68"
"1925","BEN","Benin","28","74"
"1929","BEN","Benin","29.67363798082","79.5"
"1933","BEN","Benin","29.67363798082","92.5"
"1938","BEN","Benin","31","101.5"
"1950","BEN","Benin","34.05","132"
"1955","BEN","Benin","36.05","132"
"1960","BEN","Benin","38.87122","126"
"1965","BEN","Benin","41.91707","123"
"1970","BEN","Benin","43.98049","121"
"1975","BEN","Benin","46.00976","119"
"1980","BEN","Benin","50.544","130"
"1985","BEN","Benin","51.942","131"
"1990","BEN","Benin","53.2918","134"
"1995","BEN","Benin","55.2947","131"
"2000","BEN","Benin","56.5779","129"
"2005","BEN","Benin","57.1252","133"
"2010","BEN","Benin","58.3627","138"
"2015","BEN","Benin","59.3771","148"
"2020","BEN","Benin","60.088","150"
"1870","BWA","Botswana","25","77.5"
"1880","BWA","Botswana","25","79"
"1890","BWA","Botswana","30.1","37.5"
"1900","BWA","Botswana","31.3","37.5"
"1913","BWA","Botswana","32.8843953508642","37"
"1925","BWA","Botswana","32.8843953508642","43"
"1929","BWA","Botswana","31.6","59"
"1933","BWA","Botswana","31.6","63"
"1938","BWA","Botswana","33","81"
"1950","BWA","Botswana","42.5","86"
"1955","BWA","Botswana","45.5","84"
"1960","BWA","Botswana","46.69024","88"
"1965","BWA","Botswana","48.97756","90"
"1970","BWA","Botswana","51.90683","90"
"1975","BWA","Botswana","55.09658","91"
"1980","BWA","Botswana","60.463","94"
"1985","BWA","Botswana","62.77","97"
"1990","BWA","Botswana","60.5327","112"
"1995","BWA","Botswana","55.0594","132"
"2000","BWA","Botswana","51.0109","142"
"2005","BWA","Botswana","52.6104","148"
"2010","BWA","Botswana","60.0133","133"
"2015","BWA","Botswana","63.8183","129"
"2020","BWA","Botswana","65.6471","123"
"1870","BFA","Burkina Faso","25","77.5"
"1880","BFA","Burkina Faso","25","79"
"1890","BFA","Burkina Faso","25","81"
"1900","BFA","Burkina Faso","25","89"
"1913","BFA","Burkina Faso","28.450254644179","65"
"1925","BFA","Burkina Faso","28.450254644179","71"
"1929","BFA","Burkina Faso","28.3430844266972","89"
"1933","BFA","Burkina Faso","28.3430844266972","100"
"1938","BFA","Burkina Faso","31","101.5"
"1950","BFA","Burkina Faso","33.2","135"
"1955","BFA","Burkina Faso","35.2","135"
"1960","BFA","Burkina Faso","36.24781","137"
"1965","BFA","Burkina Faso","37.52537","137"
"1970","BFA","Burkina Faso","39.81659","137"
"1975","BFA","Burkina Faso","42.15659","134"
"1980","BFA","Burkina Faso","44.946","147"
"1985","BFA","Burkina Faso","46.266","149"
"1990","BFA","Burkina Faso","49.4401","144"
"1995","BFA","Burkina Faso","49.4459","146"
"2000","BFA","Burkina Faso","50.8468","143"
"2005","BFA","Burkina Faso","53.0916","145"
"2010","BFA","Burkina Faso","56.4768","147"
"2015","BFA","Burkina Faso","58.8454","151"
"2020","BFA","Burkina Faso","59.7306","154"
"1870","BDI","Burundi","25","77.5"
"1880","BDI","Burundi","25","79"
"1890","BDI","Burundi","25","81"
"1900","BDI","Burundi","25","89"
"1913","BDI","Burundi","28.8392335364709","58.5"
"1925","BDI","Burundi","28.8392335364709","65.5"
"1929","BDI","Burundi","31","62"
"1933","BDI","Burundi","31","69.5"
"1938","BDI","Burundi","31","101.5"
"1950","BDI","Burundi","39.05","104.5"
"1955","BDI","Burundi","40.5","109.5"
"1960","BDI","Burundi","41.36098","111.5"
"1965","BDI","Burundi","42.86098","117"
"1970","BDI","Burundi","43.76097","122"
"1975","BDI","Burundi","45.16098","122"
"1980","BDI","Burundi","46.757","142"
"1985","BDI","Burundi","48.152","144"
"1990","BDI","Burundi","44.8599","154"
"1995","BDI","Burundi","44.0593","158"
"2000","BDI","Burundi","47.5142","152"
"2005","BDI","Burundi","53.0231","146"
"2010","BDI","Burundi","57.0809","141"
"2015","BDI","Burundi","60.2172","143"
"2020","BDI","Burundi","61.5663","142"
"1870","CMR","Camerún","25","77.5"
"1880","CMR","Camerún","25.4236762742982","42"
"1890","CMR","Camerún","25","81"
"1900","CMR","Camerún","25.6245399864396","59"
"1913","CMR","Camerún","27.9301455417446","70"
"1925","CMR","Camerún","27.9301455417446","78"
"1929","CMR","Camerún","28.8","84"
"1933","CMR","Camerún","28.8","96"
"1938","CMR","Camerún","33.5","75"
"1950","CMR","Camerún","36","126"
"1955","CMR","Camerún","38","125.5"
"1960","CMR","Camerún","39.46341","122"
"1965","CMR","Camerún","41.96341","121"
"1970","CMR","Camerún","44.64341","115"
"1975","CMR","Camerún","47.38342","114"
"1980","CMR","Camerún","51.078","128"
"1985","CMR","Camerún","54.203","127"
"1990","CMR","Camerún","54.8679","130"
"1995","CMR","Camerún","53.2218","137"
"2000","CMR","Camerún","52.9317","136"
"2005","CMR","Camerún","54.3619","139"
"2010","CMR","Camerún","56.582","146"
"2015","CMR","Camerún","59.658","145"
"2020","CMR","Camerún","60.8328","148"
"1870","CAF","Rep. Centroafricana","25","77.5"
"1880","CAF","Rep. Centroafricana","25","79"
"1890","CAF","Rep. Centroafricana","25","81"
"1900","CAF","Rep. Centroafricana","25","89"
"1913","CAF","Rep. Centroafricana","25","103.5"
"1925","CAF","Rep. Centroafricana","25","107.5"
"1929","CAF","Rep. Centroafricana","25","116.5"
"1933","CAF","Rep. Centroafricana","25","118"
"1938","CAF","Rep. Centroafricana","33","81"
"1950","CAF","Rep. Centroafricana","35.5","131"
"1955","CAF","Rep. Centroafricana","37.5","129"
"1960","CAF","Rep. Centroafricana","38.66829","128"
"1965","CAF","Rep. Centroafricana","40.68781","127"
"1970","CAF","Rep. Centroafricana","42.35707","128"
"1975","CAF","Rep. Centroafricana","43.83805","129"
"1980","CAF","Rep. Centroafricana","48.421","135"
"1985","CAF","Rep. Centroafricana","49.596","141"
"1990","CAF","Rep. Centroafricana","49.6347","143"
"1995","CAF","Rep. Centroafricana","47.35","150"
"2000","CAF","Rep. Centroafricana","45.406","158"
"2005","CAF","Rep. Centroafricana","46.4331","159"
"2010","CAF","Rep. Centroafricana","49.2549","159"
"2015","CAF","Rep. Centroafricana","52.793","159"
"2020","CAF","Rep. Centroafricana","54.6042","160"
"1870","TCD","Chad","25","77.5"
"1880","TCD","Chad","25","79"
"1890","TCD","Chad","25","81"
"1900","TCD","Chad","25","89"
"1913","TCD","Chad","25","103.5"
"1925","TCD","Chad","25","107.5"
"1929","TCD","Chad","27.5446735850746","93"
"1933","TCD","Chad","27.5446735850746","103"
"1938","TCD","Chad","30","105"
"1950","TCD","Chad","32.5","140"
"1955","TCD","Chad","34","139.5"
"1960","TCD","Chad","34.86341","140"
"1965","TCD","Chad","36.39268","141"
"1970","TCD","Chad","38.2122","140"
"1975","TCD","Chad","40.18147","137"
"1980","TCD","Chad","48.262","136"
"1985","TCD","Chad","50.309","138"
"1990","TCD","Chad","44.6856","155"
"1995","TCD","Chad","46.7106","151"
"2000","TCD","Chad","47.443","153"
"2005","TCD","Chad","48.3122","157"
"2010","TCD","Chad","49.5843","158"
"2015","TCD","Chad","51.5888","161"
"2020","TCD","Chad","52.7774","162"
"1870","COG","Congo","25","77.5"
"1880","COG","Congo","25","79"
"1890","COG","Congo","25","81"
"1900","COG","Congo","25","89"
"1913","COG","Congo","31.1998826739205","46"
"1925","COG","Congo","31.1998826739205","56"
"1929","COG","Congo","30.1398616128297","74"
"1933","COG","Congo","30.1398616128297","82"
"1938","COG","Congo","32","90"
"1950","COG","Congo","38.7","108"
"1955","COG","Congo","40.7","107.5"
"1960","COG","Congo","41.83659","107"
"1965","COG","Congo","43.83659","110"
"1970","COG","Congo","45.83659","111"
"1975","COG","Congo","47.83659","113"
"1980","COG","Congo","59.597","100"
"1985","COG","Congo","60.441","107"
"1990","COG","Congo","55.9261","127"
"1995","COG","Congo","53.644","136"
"2000","COG","Congo","53.682","134"
"2005","COG","Congo","58.1255","129"
"2010","COG","Congo","61.6833","127"
"2015","COG","Congo","63.2329","132"
"2020","COG","Congo","63.7852","133"
"1870","COD","Rep. Dem. Congo","25.60755449769","38"
"1880","COD","Rep. Dem. Congo","25","79"
"1890","COD","Rep. Dem. Congo","25","81"
"1900","COD","Rep. Dem. Congo","25","89"
"1913","COD","Rep. Dem. Congo","25","103.5"
"1925","COD","Rep. Dem. Congo","25","107.5"
"1929","COD","Rep. Dem. Congo","28.1066834192427","91"
"1933","COD","Rep. Dem. Congo","28.1066834192427","102"
"1938","COD","Rep. Dem. Congo","32","90"
"1950","COD","Rep. Dem. Congo","39.05","104.5"
"1955","COD","Rep. Dem. Congo","40.5","109.5"
"1960","COD","Rep. Dem. Congo","41.36098","111.5"
"1965","COD","Rep. Dem. Congo","43.16098","114"
"1970","COD","Rep. Dem. Congo","45.16098","114"
"1975","COD","Rep. Dem. Congo","47.19024","115"
"1980","COD","Rep. Dem. Congo","46.49","145"
"1985","COD","Rep. Dem. Congo","47.574","145"
"1990","COD","Rep. Dem. Congo","48.6006","145"
"1995","COD","Rep. Dem. Congo","50.411","144"
"2000","COD","Rep. Dem. Congo","51.7812","140"
"2005","COD","Rep. Dem. Congo","53.9267","143"
"2010","COD","Rep. Dem. Congo","56.4167","148"
"2015","COD","Rep. Dem. Congo","58.49","152"
"2020","COD","Rep. Dem. Congo","59.7392","153"
"1870","CIV","Costa de Marfil","25","77.5"
"1880","CIV","Costa de Marfil","25","79"
"1890","CIV","Costa de Marfil","25","81"
"1900","CIV","Costa de Marfil","25","89"
"1913","CIV","Costa de Marfil","29.2754606725584","53"
"1925","CIV","Costa de Marfil","29.2754606725584","64"
"1929","CIV","Costa de Marfil","30.6336371230905","68"
"1933","CIV","Costa de Marfil","30.6336371230905","76"
"1938","CIV","Costa de Marfil","32","90"
"1950","CIV","Costa de Marfil","36","126"
"1955","CIV","Costa de Marfil","38","125.5"
"1960","CIV","Costa de Marfil","39.46195","123"
"1965","CIV","Costa de Marfil","41.96098","122"
"1970","CIV","Costa de Marfil","44.46098","116.5"
"1975","CIV","Costa de Marfil","46.99024","116.5"
"1980","CIV","Costa de Marfil","55.663","117"
"1985","CIV","Costa de Marfil","56.716","121"
"1990","CIV","Costa de Marfil","52.6026","136"
"1995","CIV","Costa de Marfil","51.6104","140"
"2000","CIV","Costa de Marfil","50.8423","144"
"2005","CIV","Costa de Marfil","51.824","151"
"2010","CIV","Costa de Marfil","55.0225","153"
"2015","CIV","Costa de Marfil","57.7624","156"
"2020","CIV","Costa de Marfil","59.0318","157"
"1870","EGY","Egipto","25","77.5"
"1880","EGY","Egipto","25","79"
"1890","EGY","Egipto","25","81"
