"anio","iso3","valor_en_gco2_por_kwh"
"2007","TKM","1306.4517"
"2008","TKM","1306.516"
"2009","TKM","1306.6333"
"2010","TKM","1306.7228"
"2011","TKM","1306.6202"
"2012","TKM","1306.4789"
"2013","TKM","1306.3062"
"2014","TKM","1306.3726"
"2015","TKM","1306.7021"
"2016","TKM","1306.7021"
"2017","TKM","1306.7021"
"2018","TKM","1306.7021"
"2019","TKM","1306.7021"
"2020","TKM","1306.7021"
"2021","TKM","1306.1224"
"2022","TKM","1306.0251"
"2023","TKM",
"1990","TKM",
"1991","TKM",
"1992","TKM",
"1993","TKM",
"1994","TKM",
"1995","TKM",
"1996","TKM",
"1997","TKM",
"1998","TKM",
"1999","TKM",
"2000","TCA","625"
"2001","TCA","625"
"2002","TCA","700"
"2003","TCA","636.36365"
"2004","TCA","666.6667"
"2005","TCA","692.3078"
"2006","TCA","687.5"
"2007","TCA","666.6666"
"2008","TCA","684.2105"
"2009","TCA","650"
"2010","TCA","666.6667"
"2011","TCA","666.6667"
"2012","TCA","666.6667"
"2013","TCA","666.6667"
"2014","TCA","652.17395"
"2015","TCA","652.17395"
"2016","TCA","640"
"2017","TCA","655.17236"
"2018","TCA","653.8462"
"2019","TCA","653.8462"
"2020","TCA","640"
"2021","TCA","653.8462"
"2022","TCA","653.8462"
"2023","TCA",
"1990","TCA",
"1991","TCA",
"1992","TCA",
"1993","TCA",
"1994","TCA",
"1995","TCA",
"1996","TCA",
"1997","TCA",
"1998","TCA",
"1999","TCA",
"2000","UGA","37.735847"
"2001","UGA","37.735847"
"2002","UGA","34.88372"
"2003","UGA","33.333332"
"2004","UGA","25.773195"
"2005","UGA","51.02041"
"2006","UGA","181.24998"
"2007","UGA","200"
"2008","UGA","193.13306"
"2009","UGA","264.4628"
"2010","UGA","291.9708"
"2011","UGA","278.1955"
"2012","UGA","96.55173"
"2013","UGA","35.83062"
"2014","UGA","55.72756"
"2015","UGA","56.338028"
"2016","UGA","55.702915"
"2017","UGA","47.619053"
"2018","UGA","77.46478"
"2019","UGA","50.884956"
"2020","UGA","46.460175"
"2021","UGA","44.31599"
"2022","UGA","44.526905"
"2023","UGA",
"1990","UGA",
"1991","UGA",
"1992","UGA",
"1993","UGA",
"1994","UGA",
"1995","UGA",
"1996","UGA",
"1997","UGA",
"1998","UGA",
"1999","UGA",
"2000","UKR","402.40924"
"2001","UKR","408.7709"
"2002","UKR","414.124"
"2003","UKR","410.6767"
"2004","UKR","368.06622"
"2005","UKR","374.8055"
"2006","UKR","404.21463"
"2007","UKR","416"
"2008","UKR","417.90424"
"2009","UKR","409.59622"
"2010","UKR","409.80823"
"2011","UKR","427.5455"
"2012","UKR","441.82425"
"2013","UKR","448.93762"
"2014","UKR","417.62384"
"2015","UKR","380.0709"
"2016","UKR","408.4336"
"2017","UKR","347.1546"
"2018","UKR","349.2431"
"2019","UKR","341.50772"
"2020","UKR","325.39417"
"2021","UKR","276.51636"
"2022","UKR","259.69302"
"2023","UKR",
"1990","UKR","575.552"
"1991","UKR","561.4285"
"1992","UKR","564.7003"
"1993","UKR","520.2714"
"1994","UKR","504.70178"
"1995","UKR","489.71655"
"1996","UKR","429.0522"
"1997","UKR","417.38303"
"1998","UKR","394.4499"
"1999","UKR","416.32864"
"2000","ARE","676.7652"
"2001","ARE","676.6273"
"2002","ARE","676.841"
"2003","ARE","676.64307"
"2004","ARE","676.77924"
"2005","ARE","676.77106"
"2006","ARE","676.80975"
"2007","ARE","676.73944"
"2008","ARE","676.7338"
"2009","ARE","676.66284"
"2010","ARE","676.63654"
"2011","ARE","676.5863"
"2012","ARE","676.58417"
"2013","ARE","676.1524"
"2014","ARE","675.04724"
"2015","ARE","675.22375"
"2016","ARE","675.25653"
"2017","ARE","673.2555"
"2018","ARE","671.2006"
"2019","ARE","660.09393"
"2020","ARE","645.08374"
"2021","ARE","602.805"
"2022","ARE","561.1348"
"2023","ARE",
"1990","ARE",
"1991","ARE",
"1992","ARE",
"1993","ARE",
"1994","ARE",
"1995","ARE",
"1996","ARE",
"1997","ARE",
"1998","ARE",
"1999","ARE",
"2000","GBR","521.9859"
"2001","GBR","528.99133"
"2002","GBR","520.8914"
"2003","GBR","536.7771"
"2004","GBR","536.02246"
"2005","GBR","535.25793"
"2006","GBR","559.3425"
"2007","GBR","556.0596"
"2008","GBR","554.3758"
"2009","GBR","504.64484"
"2010","GBR","517.1962"
"2011","GBR","499.63315"
"2012","GBR","537.22485"
"2013","GBR","506.92194"
"2014","GBR","462.87866"
"2015","GBR","397.79266"
"2016","GBR","333.45126"
"2017","GBR","302.19974"
"2018","GBR","284.67526"
"2019","GBR","265.21347"
"2020","GBR","243.57414"
"2021","GBR","268.55664"
"2022","GBR","255.84961"
"2023","GBR","237.58902"
"1990","GBR","705.01953"
"1991","GBR","700.1362"
"1992","GBR","665.11957"
"1993","GBR","608.214"
"1994","GBR","588.95764"
"1995","GBR","579.4558"
"1996","GBR","556.53094"
"1997","GBR","511.99124"
"1998","GBR","509.58066"
"1999","GBR","492.3265"
"2000","USA","571.1633"
"2001","USA","573.3789"
"2002","USA","564.7138"
"2003","USA","570.05536"
"2004","USA","566.3913"
"2005","USA","568.222"
"2006","USA","559.82544"
"2007","USA","562.6556"
"2008","USA","555.9448"
"2009","USA","531.22217"
"2010","USA","536.6583"
"2011","USA","517.5635"
"2012","USA","500.9169"
"2013","USA","501.54474"
"2014","USA","497.7576"
"2015","USA","474.7367"
"2016","USA","454.4961"
"2017","USA","441.04965"
"2018","USA","435.00613"
"2019","USA","413.22342"
"2020","USA","387.2002"
"2021","USA","398.53186"
"2022","USA","385.97964"
"2023","USA","369.47318"
"1990","USA",
"1991","USA",
"1992","USA",
"1993","USA",
"1994","USA",
"1995","USA",
"1996","USA",
"1997","USA",
"1998","USA",
"1999","USA",
"2000","VIR","660.1942"
"2001","VIR","660.1942"
"2002","VIR","653.8462"
"2003","VIR","653.8462"
"2004","VIR","657.1429"
"2005","VIR","659.7938"
"2006","VIR","659.7938"
"2007","VIR","653.0612"
"2008","VIR","659.7938"
"2009","VIR","663.0435"
"2010","VIR","656.25"
"2011","VIR","663.1579"
"2012","VIR","655.1724"
"2013","VIR","658.5366"
"2014","VIR","653.8461"
"2015","VIR","653.8461"
"2016","VIR","649.35065"
"2017","VIR","650"
"2018","VIR","645.16125"
"2019","VIR","651.5152"
"2020","VIR","640.625"
"2021","VIR","636.3636"
"2022","VIR","632.35297"
"2023","VIR",
"1990","VIR",
"1991","VIR",
"1992","VIR",
"1993","VIR",
"1994","VIR",
"1995","VIR",
"1996","VIR",
"1997","VIR",
"1998","VIR",
"1999","VIR",
"2000","URY","67.19367"
"2001","URY","25.945946"
"2002","URY","27.083332"
"2003","URY","25.641026"
"2004","URY","140.67796"
"2005","URY","104.166664"
"2006","URY","249.55115"
"2007","URY","108.742004"
"2008","URY","289.6237"
"2009","URY","243.36792"
"2010","URY","111.73185"
"2011","URY","204.06189"
"2012","URY","272.64148"
"2013","URY","149.22813"
"2014","URY","85.51618"
"2015","URY","98.98108"
"2016","URY","74.98197"
"2017","URY","64.808365"
"2018","URY","69.13073"
"2019","URY","60.983204"
"2020","URY","94.32572"
"2021","URY","150.71921"
"2022","URY","112.648224"
"2023","URY","128.78789"
"1990","URY",
"1991","URY",
"1992","URY",
"1993","URY",
"1994","URY",
"1995","URY",
"1996","URY",
"1997","URY",
"1998","URY",
"1999","URY",
"2000","UZB","1103.4996"
"2001","UZB","1085.0709"
"2002","UZB","1049.3927"
"2003","UZB","997.33276"
"2004","UZB","1057.9478"
"2005","UZB","984.6864"
"2006","UZB","1105.6366"
"2007","UZB","1114.8511"
"2008","UZB","1129.8289"
"2009","UZB","1085.03"
"2010","UZB","1053.6847"
"2011","UZB","1118.3712"
"2012","UZB","1098.3019"
"2013","UZB","1125.9843"
"2014","UZB","1121.0762"
"2015","UZB","1111.6531"
"2016","UZB","1114.1204"
"2017","UZB","1096.9756"
"2018","UZB","1139.8823"
"2019","UZB","1126.5544"
"2020","UZB","1161.4795"
"2021","UZB","1163.7942"
"2022","UZB","1167.6029"
"2023","UZB",
"1990","UZB",
"1991","UZB",
"1992","UZB",
"1993","UZB",
"1994","UZB",
"1995","UZB",
"1996","UZB",
"1997","UZB",
"1998","UZB",
"1999","UZB",
"2000","VUT","600"
"2001","VUT","600"
"2002","VUT","600"
"2003","VUT","600"
"2004","VUT","600"
"2005","VUT","600"
"2006","VUT","600"
"2007","VUT","600"
"2008","VUT","666.6667"
"2009","VUT","666.6667"
"2010","VUT","666.6667"
"2011","VUT","666.6667"
"2012","VUT","666.6667"
"2013","VUT","571.4286"
"2014","VUT","571.4286"
"2015","VUT","499.99997"
"2016","VUT","571.4286"
"2017","VUT","666.6667"
"2018","VUT","571.4286"
"2019","VUT","571.4286"
"2020","VUT","571.4286"
"2021","VUT","571.4286"
"2022","VUT","571.4286"
"2023","VUT",
"1990","VUT",
"1991","VUT",
"1992","VUT",
"1993","VUT",
"1994","VUT",
"1995","VUT",
"1996","VUT",
"1997","VUT",
"1998","VUT",
"1999","VUT",
"2000","VEN","212.73602"
"2001","VEN","261.56918"
"2002","VEN","274.14264"
"2003","VEN","263.7303"
"2004","VEN","228.6149"
"2005","VEN","211.21548"
"2006","VEN","207.20883"
"2007","VEN","217.66922"
"2008","VEN","215.67476"
"2009","VEN","222.1293"
"2010","VEN","252.02179"
"2011","VEN","227.1109"
"2012","VEN","279.86908"
"2013","VEN","297.78732"
"2014","VEN","341.4909"
"2015","VEN","318.93036"
"2016","VEN","356.76413"
"2017","VEN","320.80923"
"2018","VEN","320.76984"
"2019","VEN","320.73257"
"2020","VEN","180.27042"
"2021","VEN","171.61195"
"2022","VEN","185.80202"
"2023","VEN",
"1990","VEN",
"1991","VEN",
"1992","VEN",
"1993","VEN",
"1994","VEN",
"1995","VEN",
"1996","VEN",
"1997","VEN",
"1998","VEN",
"1999","VEN",
"2000","VNM","321.91266"
"2001","VNM","290.75464"
"2002","VNM","344.41342"
"2003","VNM","375.7635"
"2004","VNM","407.14285"
"2005","VNM","462.5576"
"2006","VNM","448.3592"
"2007","VNM","438.9027"
"2008","VNM","421.8464"
"2009","VNM","411.95438"
"2010","VNM","450.71957"
"2011","VNM","405.4773"
"2012","VNM","369.3991"
"2013","VNM","371.36432"
"2014","VNM","401.2035"
"2015","VNM","470.46533"
"2016","VNM","479.431"
"2017","VNM","416.12735"
"2018","VNM","465.03177"
"2019","VNM","539.61835"
"2020","VNM","515.8879"
"2021","VNM","476.13022"
"2022","VNM","409.80072"
"2023","VNM","475.44873"
"1990","VNM",
"1991","VNM",
"1992","VNM",
"1993","VNM",
"1994","VNM",
"1995","VNM",
"1996","VNM",
"1997","VNM",
"1998","VNM",
"1999","VNM",
"2000","ESH","625"
"2001","ESH","625"
"2002","ESH","666.6666"
"2003","ESH","666.6666"
"2004","ESH","666.6666"
"2005","ESH","666.6666"
"2006","ESH","666.6666"
"2007","ESH","666.6666"
"2008","ESH","666.6666"
"2009","ESH","666.6666"
"2010","ESH",
"2011","ESH",
"2012","ESH",
"2013","ESH",
"2014","ESH",
"2015","ESH",
"2016","ESH",
"2017","ESH",
"2018","ESH",
"2019","ESH",
"2020","ESH",
"2021","ESH",
"2022","ESH",
"2023","ESH",
"1990","ESH",
"1991","ESH",
"1992","ESH",
"1993","ESH",
"1994","ESH",
"1995","ESH",
"1996","ESH",
"1997","ESH",
"1998","ESH",
"1999","ESH",
"2000","OWID_WRL","517.84125"
"2001","OWID_WRL","520.07886"
"2002","OWID_WRL","523.3326"
"2003","OWID_WRL","535.7409"
"2004","OWID_WRL","530.9171"
"2005","OWID_WRL","534.97253"
"2006","OWID_WRL","538.3576"
"2007","OWID_WRL","546.7014"
"2008","OWID_WRL","540.01984"
"2009","OWID_WRL","536.3891"
"2010","OWID_WRL","536.8582"
"2011","OWID_WRL","543.61914"
"2012","OWID_WRL","542.0042"
"2013","OWID_WRL","542.36743"
"2014","OWID_WRL","538.8367"
"2015","OWID_WRL","527.64355"
"2016","OWID_WRL","520.14777"
"2017","OWID_WRL","516.63275"
"2018","OWID_WRL","512.9673"
"2019","OWID_WRL","500.49585"
"2020","OWID_WRL","487.3561"
"2021","OWID_WRL","490.35458"
"2022","OWID_WRL","485.99475"
"2023","OWID_WRL","480.84857"
"1990","OWID_WRL",
"1991","OWID_WRL",
"1992","OWID_WRL",
"1993","OWID_WRL",
"1994","OWID_WRL",
"1995","OWID_WRL",
"1996","OWID_WRL",
"1997","OWID_WRL",
"1998","OWID_WRL",
"1999","OWID_WRL",
"2000","YEM","656.8915"
"2001","YEM","659.3407"
"2002","YEM","657.82495"
"2003","YEM","658.5366"
"2004","YEM","658.2569"
"2005","YEM","658.28094"
"2006","YEM","658.62714"
"2007","YEM","658.37476"
"2008","YEM","658.01526"
"2009","YEM","657.7778"
"2010","YEM","703.6083"
"2011","YEM","694.0419"
"2012","YEM","711.45685"
"2013","YEM","712.9412"
"2014","YEM","723.2376"
"2015","YEM","713.5417"
"2016","YEM","694.38666"
"2017","YEM","669.1358"
"2018","YEM","590.2578"
"2019","YEM","585.36584"
"2020","YEM","578.2313"
"2021","YEM","572.8477"
"2022","YEM","566.1016"
"2023","YEM",
"1990","YEM",
"1991","YEM",
"1992","YEM",
"1993","YEM",
"1994","YEM",
"1995","YEM",
"1996","YEM",
"1997","YEM",
"1998","YEM",
"1999","YEM",
"2000","ZMB","27.237352"
"2001","ZMB","28.967253"
"2002","ZMB","29.411764"
"2003","ZMB","30.048079"
"2004","ZMB","28.202114"
"2005","ZMB","29.082775"
"2006","ZMB","24.793388"
"2007","ZMB","24.896263"
"2008","ZMB","25.183632"
"2009","ZMB","24.266935"
"2010","ZMB","24.880383"
"2011","ZMB","24.369017"
"2012","ZMB","24.252224"
"2013","ZMB","24.81203"
"2014","ZMB","42.699722"
"2015","ZMB","43.67135"
"2016","ZMB","65.420555"
"2017","ZMB","125"
"2018","ZMB","140.57704"
"2019","ZMB","138.5135"
"2020","ZMB","135.25935"
"2021","ZMB","86.907455"
"2022","ZMB","111.96713"
"2023","ZMB",
"1990","ZMB",
"1991","ZMB",
"1992","ZMB",
"1993","ZMB",
"1994","ZMB",
"1995","ZMB",
"1996","ZMB",
"1997","ZMB",
"1998","ZMB",
"1999","ZMB",
"2000","ZWE","476.39487"
"2001","ZWE","544.30383"
"2002","ZWE","487.17947"
"2003","ZWE","351.53583"
"2004","ZWE","384.77365"
"2005","ZWE","419.8718"
"2006","ZWE","294.48618"
"2007","ZWE","261.8421"
"2008","ZWE","226.73657"
"2009","ZWE","226.33745"
"2010","ZWE","292.82407"
"2011","ZWE","377.31735"
"2012","ZWE","357.37704"
"2013","ZWE","410.9015"
"2014","ZWE","396.55176"
"2015","ZWE","420.2294"
"2016","ZWE","488.14505"
"2017","ZWE","403.97348"
"2018","ZWE","395.12714"
"2019","ZWE","428.7397"
"2020","ZWE","371.08792"
"2021","ZWE","270.68558"
"2022","ZWE","297.87234"
"2023","ZWE",
"1990","ZWE",
"1991","ZWE",
"1992","ZWE",
"1993","ZWE",
"1994","ZWE",
"1995","ZWE",
"1996","ZWE",
"1997","ZWE",
"1998","ZWE",
"1999","ZWE",
