"geocodigoFundar","geonombreFundar","anio","sector_institucional","indicador","valor"
"KGZ","Kirguistán","2005","Gobierno nacional","Porcentaje del total","100.00000"
"KGZ","Kirguistán","2006","Gobierno nacional","Porcentaje del total","100.00000"
"KGZ","Kirguistán","2007","Gobierno nacional","Porcentaje del total","100.00000"
"KGZ","Kirguistán","2008","Gobierno nacional","Porcentaje del total","100.00000"
"KGZ","Kirguistán","2009","Gobierno nacional","Porcentaje del total","100.00000"
"KGZ","Kirguistán","2010","Gobierno nacional","Porcentaje del total","100.00000"
"KGZ","Kirguistán","2011","Gobierno nacional","Porcentaje del total","100.00000"
"KGZ","Kirguistán","2012","Gobierno nacional","Porcentaje del total","100.00000"
"KGZ","Kirguistán","2013","Gobierno nacional","Porcentaje del total","100.00000"
"KGZ","Kirguistán","2014","Gobierno nacional","Porcentaje del total","100.00000"
"KGZ","Kirguistán","2015","Gobierno nacional","Porcentaje del total","100.00000"
"KGZ","Kirguistán","2016","Gobierno nacional","Porcentaje del total","100.00000"
"KGZ","Kirguistán","2017","Gobierno nacional","Porcentaje del total","100.00000"
"KGZ","Kirguistán","2018","Gobierno nacional","Porcentaje del total","100.00000"
"KGZ","Kirguistán","2019","Gobierno nacional","Porcentaje del total","100.00000"
"KGZ","Kirguistán","2020","Gobierno nacional","Porcentaje del total","100.00000"
"KGZ","Kirguistán","2021","Gobierno nacional","Porcentaje del total","100.00000"
"KGZ","Kirguistán","2022","Gobierno nacional","Porcentaje del total","100.00000"
"KGZ","Kirguistán","2023","Gobierno nacional","Porcentaje del total","100.00000"
"KIR","Kiribati","2010","Gobierno nacional","Porcentaje del total","100.00000"
"KIR","Kiribati","2011","Gobierno nacional","Porcentaje del total","100.00000"
"KIR","Kiribati","2012","Gobierno nacional","Porcentaje del total","100.00000"
"KIR","Kiribati","2013","Gobierno nacional","Porcentaje del total","100.00000"
"KIR","Kiribati","2014","Gobierno nacional","Porcentaje del total","100.00000"
"KIR","Kiribati","2015","Gobierno nacional","Porcentaje del total","100.00000"
"KIR","Kiribati","2016","Gobierno nacional","Porcentaje del total","100.00000"
"KIR","Kiribati","2017","Gobierno nacional","Porcentaje del total","100.00000"
"KIR","Kiribati","2018","Gobierno nacional","Porcentaje del total","100.00000"
"KIR","Kiribati","2019","Gobierno nacional","Porcentaje del total","100.00000"
"KIR","Kiribati","2020","Gobierno nacional","Porcentaje del total","100.00000"
"KIR","Kiribati","2021","Gobierno nacional","Porcentaje del total","100.00000"
"KIR","Kiribati","2022","Gobierno nacional","Porcentaje del total","100.00000"
"KIR","Kiribati","2023","Gobierno nacional","Porcentaje del total","100.00000"
"LAO","Laos","2010","Gobierno nacional","Porcentaje del total","100.00000"
"LAO","Laos","2011","Gobierno nacional","Porcentaje del total","100.00000"
"LAO","Laos","2012","Gobierno nacional","Porcentaje del total","100.00000"
"LAO","Laos","2013","Gobierno nacional","Porcentaje del total","100.00000"
"LAO","Laos","2014","Gobierno nacional","Porcentaje del total","100.00000"
"LAO","Laos","2015","Gobierno nacional","Porcentaje del total","100.00000"
"LAO","Laos","2016","Gobierno nacional","Porcentaje del total","100.00000"
"LAO","Laos","2017","Gobierno nacional","Porcentaje del total","100.00000"
"LAO","Laos","2018","Gobierno nacional","Porcentaje del total","100.00000"
"LAO","Laos","2019","Gobierno nacional","Porcentaje del total","100.00000"
"LAO","Laos","2020","Gobierno nacional","Porcentaje del total","100.00000"
"LAO","Laos","2021","Gobierno nacional","Porcentaje del total","100.00000"
"LAO","Laos","2022","Gobierno nacional","Porcentaje del total","100.00000"
"LAO","Laos","2023","Gobierno nacional","Porcentaje del total","100.00000"
"LSO","Lesotho","2004","Gobierno nacional","Porcentaje del total","100.00000"
"LSO","Lesotho","2005","Gobierno nacional","Porcentaje del total","100.00000"
"LSO","Lesotho","2006","Gobierno nacional","Porcentaje del total","100.00000"
"LSO","Lesotho","2007","Gobierno nacional","Porcentaje del total","100.00000"
"LSO","Lesotho","2008","Gobierno nacional","Porcentaje del total","100.00000"
"LSO","Lesotho","2009","Gobierno nacional","Porcentaje del total","100.00000"
"LSO","Lesotho","2010","Gobierno nacional","Porcentaje del total","100.00000"
"LSO","Lesotho","2011","Gobierno nacional","Porcentaje del total","100.00000"
"LSO","Lesotho","2012","Gobierno nacional","Porcentaje del total","100.00000"
"LSO","Lesotho","2013","Gobierno nacional","Porcentaje del total","100.00000"
"LSO","Lesotho","2014","Gobierno nacional","Porcentaje del total","100.00000"
"LSO","Lesotho","2015","Gobierno nacional","Porcentaje del total","100.00000"
"LSO","Lesotho","2016","Gobierno nacional","Porcentaje del total","100.00000"
"LSO","Lesotho","2017","Gobierno nacional","Porcentaje del total","100.00000"
"LSO","Lesotho","2018","Gobierno nacional","Porcentaje del total","100.00000"
"LSO","Lesotho","2019","Gobierno nacional","Porcentaje del total","100.00000"
"LSO","Lesotho","2020","Gobierno nacional","Porcentaje del total","100.00000"
"LSO","Lesotho","2021","Gobierno nacional","Porcentaje del total","100.00000"
"LSO","Lesotho","2022","Gobierno nacional","Porcentaje del total","100.00000"
"LSO","Lesotho","2023","Gobierno nacional","Porcentaje del total","100.00000"
"LVA","Letonia","1995","Fondos de seguridad social","Porcentaje del total","36.12194"
"LVA","Letonia","1995","Gobierno municipal local","Porcentaje del total","19.11701"
"LVA","Letonia","1995","Gobierno nacional","Porcentaje del total","44.76104"
"LVA","Letonia","1996","Fondos de seguridad social","Porcentaje del total","35.13733"
"LVA","Letonia","1996","Gobierno municipal local","Porcentaje del total","20.14865"
"LVA","Letonia","1996","Gobierno nacional","Porcentaje del total","44.71402"
"LVA","Letonia","1997","Fondos de seguridad social","Porcentaje del total","33.16297"
"LVA","Letonia","1997","Gobierno municipal local","Porcentaje del total","15.90752"
"LVA","Letonia","1997","Gobierno nacional","Porcentaje del total","50.92951"
"LVA","Letonia","1998","Fondos de seguridad social","Porcentaje del total","31.77480"
"LVA","Letonia","1998","Gobierno municipal local","Porcentaje del total","15.97628"
"LVA","Letonia","1998","Gobierno nacional","Porcentaje del total","52.24892"
"LVA","Letonia","1999","Fondos de seguridad social","Porcentaje del total","33.16939"
"LVA","Letonia","1999","Gobierno municipal local","Porcentaje del total","15.58977"
"LVA","Letonia","1999","Gobierno nacional","Porcentaje del total","51.24085"
"LVA","Letonia","2000","Fondos de seguridad social","Porcentaje del total","33.33700"
"LVA","Letonia","2000","Gobierno municipal local","Porcentaje del total","16.84241"
"LVA","Letonia","2000","Gobierno nacional","Porcentaje del total","49.82059"
"LVA","Letonia","2001","Fondos de seguridad social","Porcentaje del total","31.94860"
"LVA","Letonia","2001","Gobierno municipal local","Porcentaje del total","17.16811"
"LVA","Letonia","2001","Gobierno nacional","Porcentaje del total","50.88329"
"LVA","Letonia","2002","Fondos de seguridad social","Porcentaje del total","32.44226"
"LVA","Letonia","2002","Gobierno municipal local","Porcentaje del total","17.12609"
"LVA","Letonia","2002","Gobierno nacional","Porcentaje del total","50.43164"
"LVA","Letonia","2003","Fondos de seguridad social","Porcentaje del total","30.66060"
"LVA","Letonia","2003","Gobierno municipal local","Porcentaje del total","17.58437"
"LVA","Letonia","2003","Gobierno nacional","Porcentaje del total","51.75503"
"LVA","Letonia","2004","European institutions and bodies (EU accounts)","Porcentaje del total","0.47861"
"LVA","Letonia","2004","Fondos de seguridad social","Porcentaje del total","29.98469"
"LVA","Letonia","2004","Gobierno municipal local","Porcentaje del total","17.67877"
"LVA","Letonia","2004","Gobierno nacional","Porcentaje del total","51.85793"
"LVA","Letonia","2005","European institutions and bodies (EU accounts)","Porcentaje del total","0.74891"
"LVA","Letonia","2005","Fondos de seguridad social","Porcentaje del total","28.39353"
"LVA","Letonia","2005","Gobierno municipal local","Porcentaje del total","16.67769"
"LVA","Letonia","2005","Gobierno nacional","Porcentaje del total","54.17987"
"LVA","Letonia","2006","European institutions and bodies (EU accounts)","Porcentaje del total","0.70397"
"LVA","Letonia","2006","Fondos de seguridad social","Porcentaje del total","28.01306"
"LVA","Letonia","2006","Gobierno municipal local","Porcentaje del total","16.88519"
"LVA","Letonia","2006","Gobierno nacional","Porcentaje del total","54.39779"
"LVA","Letonia","2007","European institutions and bodies (EU accounts)","Porcentaje del total","0.60720"
"LVA","Letonia","2007","Fondos de seguridad social","Porcentaje del total","27.72489"
"LVA","Letonia","2007","Gobierno municipal local","Porcentaje del total","17.83676"
"LVA","Letonia","2007","Gobierno nacional","Porcentaje del total","53.83115"
"LVA","Letonia","2008","European institutions and bodies (EU accounts)","Porcentaje del total","0.53858"
"LVA","Letonia","2008","Fondos de seguridad social","Porcentaje del total","28.37048"
"LVA","Letonia","2008","Gobierno municipal local","Porcentaje del total","18.76830"
"LVA","Letonia","2008","Gobierno nacional","Porcentaje del total","52.32264"
"LVA","Letonia","2009","European institutions and bodies (EU accounts)","Porcentaje del total","0.39846"
"LVA","Letonia","2009","Fondos de seguridad social","Porcentaje del total","32.60895"
"LVA","Letonia","2009","Gobierno municipal local","Porcentaje del total","17.71197"
"LVA","Letonia","2009","Gobierno nacional","Porcentaje del total","49.28062"
"LVA","Letonia","2010","European institutions and bodies (EU accounts)","Porcentaje del total","0.47859"
"LVA","Letonia","2010","Fondos de seguridad social","Porcentaje del total","30.05607"
"LVA","Letonia","2010","Gobierno municipal local","Porcentaje del total","19.96406"
"LVA","Letonia","2010","Gobierno nacional","Porcentaje del total","49.50128"
"LVA","Letonia","2011","European institutions and bodies (EU accounts)","Porcentaje del total","0.53013"
"LVA","Letonia","2011","Fondos de seguridad social","Porcentaje del total","30.59635"
"LVA","Letonia","2011","Gobierno municipal local","Porcentaje del total","19.10508"
"LVA","Letonia","2011","Gobierno nacional","Porcentaje del total","49.76844"
"LVA","Letonia","2012","European institutions and bodies (EU accounts)","Porcentaje del total","0.49835"
"LVA","Letonia","2012","Fondos de seguridad social","Porcentaje del total","29.78374"
"LVA","Letonia","2012","Gobierno municipal local","Porcentaje del total","18.64983"
"LVA","Letonia","2012","Gobierno nacional","Porcentaje del total","51.06807"
"LVA","Letonia","2013","European institutions and bodies (EU accounts)","Porcentaje del total","0.41106"
"LVA","Letonia","2013","Fondos de seguridad social","Porcentaje del total","28.85079"
"LVA","Letonia","2013","Gobierno municipal local","Porcentaje del total","18.53128"
"LVA","Letonia","2013","Gobierno nacional","Porcentaje del total","52.20687"
"LVA","Letonia","2014","European institutions and bodies (EU accounts)","Porcentaje del total","0.50813"
"LVA","Letonia","2014","Fondos de seguridad social","Porcentaje del total","28.23505"
"LVA","Letonia","2014","Gobierno municipal local","Porcentaje del total","18.89513"
"LVA","Letonia","2014","Gobierno nacional","Porcentaje del total","52.36169"
"LVA","Letonia","2015","European institutions and bodies (EU accounts)","Porcentaje del total","0.65300"
"LVA","Letonia","2015","Fondos de seguridad social","Porcentaje del total","27.72906"
"LVA","Letonia","2015","Gobierno municipal local","Porcentaje del total","18.68428"
"LVA","Letonia","2015","Gobierno nacional","Porcentaje del total","52.93365"
"LVA","Letonia","2016","European institutions and bodies (EU accounts)","Porcentaje del total","0.63429"
"LVA","Letonia","2016","Fondos de seguridad social","Porcentaje del total","26.52842"
"LVA","Letonia","2016","Gobierno municipal local","Porcentaje del total","18.85923"
"LVA","Letonia","2016","Gobierno nacional","Porcentaje del total","53.97806"
"LVA","Letonia","2017","European institutions and bodies (EU accounts)","Porcentaje del total","0.63202"
"LVA","Letonia","2017","Fondos de seguridad social","Porcentaje del total","26.94963"
"LVA","Letonia","2017","Gobierno municipal local","Porcentaje del total","19.24074"
"LVA","Letonia","2017","Gobierno nacional","Porcentaje del total","53.17761"
"LVA","Letonia","2018","European institutions and bodies (EU accounts)","Porcentaje del total","0.67112"
"LVA","Letonia","2018","Fondos de seguridad social","Porcentaje del total","28.92054"
"LVA","Letonia","2018","Gobierno municipal local","Porcentaje del total","18.42097"
"LVA","Letonia","2018","Gobierno nacional","Porcentaje del total","51.98737"
"LVA","Letonia","2019","European institutions and bodies (EU accounts)","Porcentaje del total","0.57959"
"LVA","Letonia","2019","Fondos de seguridad social","Porcentaje del total","29.38729"
"LVA","Letonia","2019","Gobierno municipal local","Porcentaje del total","19.15437"
"LVA","Letonia","2019","Gobierno nacional","Porcentaje del total","50.87875"
"LVA","Letonia","2020","European institutions and bodies (EU accounts)","Porcentaje del total","0.55521"
"LVA","Letonia","2020","Fondos de seguridad social","Porcentaje del total","30.70311"
"LVA","Letonia","2020","Gobierno municipal local","Porcentaje del total","17.63953"
"LVA","Letonia","2020","Gobierno nacional","Porcentaje del total","51.10215"
"LVA","Letonia","2021","European institutions and bodies (EU accounts)","Porcentaje del total","0.73594"
"LVA","Letonia","2021","Fondos de seguridad social","Porcentaje del total","29.97526"
"LVA","Letonia","2021","Gobierno municipal local","Porcentaje del total","17.07692"
"LVA","Letonia","2021","Gobierno nacional","Porcentaje del total","52.21188"
"LVA","Letonia","2022","European institutions and bodies (EU accounts)","Porcentaje del total","0.78336"
"LVA","Letonia","2022","Fondos de seguridad social","Porcentaje del total","29.50197"
"LVA","Letonia","2022","Gobierno municipal local","Porcentaje del total","16.44463"
"LVA","Letonia","2022","Gobierno nacional","Porcentaje del total","53.27004"
"LVA","Letonia","2023","European institutions and bodies (EU accounts)","Porcentaje del total","0.47162"
"LVA","Letonia","2023","Fondos de seguridad social","Porcentaje del total","30.63516"
"LVA","Letonia","2023","Gobierno municipal local","Porcentaje del total","16.72658"
"LVA","Letonia","2023","Gobierno nacional","Porcentaje del total","52.16664"
"LVA","Letonia","2024","European institutions and bodies (EU accounts)","Porcentaje del total","0.44478"
"LVA","Letonia","2024","Fondos de seguridad social","Porcentaje del total","30.40517"
"LVA","Letonia","2024","Gobierno municipal local","Porcentaje del total","17.20772"
"LVA","Letonia","2024","Gobierno nacional","Porcentaje del total","51.94233"
"LBR","Liberia","2012","Gobierno nacional","Porcentaje del total","100.00000"
"LBR","Liberia","2013","Gobierno nacional","Porcentaje del total","100.00000"
"LBR","Liberia","2014","Gobierno nacional","Porcentaje del total","100.00000"
"LBR","Liberia","2015","Gobierno nacional","Porcentaje del total","100.00000"
"LBR","Liberia","2016","Gobierno nacional","Porcentaje del total","100.00000"
"LBR","Liberia","2017","Gobierno nacional","Porcentaje del total","100.00000"
"LBR","Liberia","2018","Gobierno nacional","Porcentaje del total","100.00000"
"LBR","Liberia","2019","Gobierno nacional","Porcentaje del total","100.00000"
"LBR","Liberia","2020","Gobierno nacional","Porcentaje del total","100.00000"
"LBR","Liberia","2021","Gobierno nacional","Porcentaje del total","100.00000"
"LBR","Liberia","2022","Gobierno nacional","Porcentaje del total","100.00000"
"LBR","Liberia","2023","Gobierno nacional","Porcentaje del total","100.00000"
"LBR","Liberia","2024","Gobierno nacional","Porcentaje del total","100.00000"
"LIE","Liechtenstein","1998","Fondos de seguridad social","Porcentaje del total","24.71409"
"LIE","Liechtenstein","1998","Gobierno municipal local","Porcentaje del total","23.75876"
"LIE","Liechtenstein","1998","Gobierno nacional","Porcentaje del total","51.52716"
"LIE","Liechtenstein","1999","Fondos de seguridad social","Porcentaje del total","25.87459"
"LIE","Liechtenstein","1999","Gobierno municipal local","Porcentaje del total","24.52611"
"LIE","Liechtenstein","1999","Gobierno nacional","Porcentaje del total","49.59930"
"LIE","Liechtenstein","2000","Fondos de seguridad social","Porcentaje del total","22.89851"
"LIE","Liechtenstein","2000","Gobierno municipal local","Porcentaje del total","24.37879"
"LIE","Liechtenstein","2000","Gobierno nacional","Porcentaje del total","52.72270"
"LIE","Liechtenstein","2001","Fondos de seguridad social","Porcentaje del total","23.54523"
"LIE","Liechtenstein","2001","Gobierno municipal local","Porcentaje del total","23.84321"
"LIE","Liechtenstein","2001","Gobierno nacional","Porcentaje del total","52.61156"
"LIE","Liechtenstein","2002","Fondos de seguridad social","Porcentaje del total","25.32661"
"LIE","Liechtenstein","2002","Gobierno municipal local","Porcentaje del total","23.88896"
"LIE","Liechtenstein","2002","Gobierno nacional","Porcentaje del total","50.78443"
"LIE","Liechtenstein","2003","Fondos de seguridad social","Porcentaje del total","26.05637"
"LIE","Liechtenstein","2003","Gobierno municipal local","Porcentaje del total","21.81529"
"LIE","Liechtenstein","2003","Gobierno nacional","Porcentaje del total","52.12833"
"LIE","Liechtenstein","2004","Fondos de seguridad social","Porcentaje del total","26.91257"
"LIE","Liechtenstein","2004","Gobierno municipal local","Porcentaje del total","23.99914"
"LIE","Liechtenstein","2004","Gobierno nacional","Porcentaje del total","49.08829"
"LIE","Liechtenstein","2005","Fondos de seguridad social","Porcentaje del total","26.54956"
"LIE","Liechtenstein","2005","Gobierno municipal local","Porcentaje del total","23.82898"
"LIE","Liechtenstein","2005","Gobierno nacional","Porcentaje del total","49.62147"
"LIE","Liechtenstein","2006","Fondos de seguridad social","Porcentaje del total","26.67050"
"LIE","Liechtenstein","2006","Gobierno municipal local","Porcentaje del total","23.95230"
"LIE","Liechtenstein","2006","Gobierno nacional","Porcentaje del total","49.37719"
"LIE","Liechtenstein","2007","Fondos de seguridad social","Porcentaje del total","25.71506"
"LIE","Liechtenstein","2007","Gobierno municipal local","Porcentaje del total","24.71239"
"LIE","Liechtenstein","2007","Gobierno nacional","Porcentaje del total","49.57255"
"LIE","Liechtenstein","2008","Fondos de seguridad social","Porcentaje del total","25.55534"
"LIE","Liechtenstein","2008","Gobierno municipal local","Porcentaje del total","15.91937"
"LIE","Liechtenstein","2008","Gobierno nacional","Porcentaje del total","58.52529"
"LIE","Liechtenstein","2009","Fondos de seguridad social","Porcentaje del total","28.62734"
"LIE","Liechtenstein","2009","Gobierno municipal local","Porcentaje del total","15.39439"
"LIE","Liechtenstein","2009","Gobierno nacional","Porcentaje del total","55.97827"
"LIE","Liechtenstein","2010","Fondos de seguridad social","Porcentaje del total","27.83956"
"LIE","Liechtenstein","2010","Gobierno municipal local","Porcentaje del total","14.73845"
"LIE","Liechtenstein","2010","Gobierno nacional","Porcentaje del total","57.42199"
"LIE","Liechtenstein","2011","Fondos de seguridad social","Porcentaje del total","28.85933"
"LIE","Liechtenstein","2011","Gobierno municipal local","Porcentaje del total","15.26417"
"LIE","Liechtenstein","2011","Gobierno nacional","Porcentaje del total","55.87650"
"LIE","Liechtenstein","2012","Fondos de seguridad social","Porcentaje del total","27.61315"
"LIE","Liechtenstein","2012","Gobierno municipal local","Porcentaje del total","11.62485"
"LIE","Liechtenstein","2012","Gobierno nacional","Porcentaje del total","60.76200"
"LIE","Liechtenstein","2013","Fondos de seguridad social","Porcentaje del total","34.66952"
"LIE","Liechtenstein","2013","Gobierno municipal local","Porcentaje del total","12.82146"
"LIE","Liechtenstein","2013","Gobierno nacional","Porcentaje del total","52.50901"
"LIE","Liechtenstein","2014","Fondos de seguridad social","Porcentaje del total","31.74812"
"LIE","Liechtenstein","2014","Gobierno municipal local","Porcentaje del total","17.17176"
"LIE","Liechtenstein","2014","Gobierno nacional","Porcentaje del total","51.08013"
"LIE","Liechtenstein","2015","Fondos de seguridad social","Porcentaje del total","29.61019"
"LIE","Liechtenstein","2015","Gobierno municipal local","Porcentaje del total","15.26843"
"LIE","Liechtenstein","2015","Gobierno nacional","Porcentaje del total","55.12139"
"LIE","Liechtenstein","2016","Fondos de seguridad social","Porcentaje del total","30.52038"
"LIE","Liechtenstein","2016","Gobierno municipal local","Porcentaje del total","15.99710"
"LIE","Liechtenstein","2016","Gobierno nacional","Porcentaje del total","53.48252"
"LIE","Liechtenstein","2017","Fondos de seguridad social","Porcentaje del total","30.15534"
"LIE","Liechtenstein","2017","Gobierno municipal local","Porcentaje del total","16.29368"
"LIE","Liechtenstein","2017","Gobierno nacional","Porcentaje del total","53.55098"
"LIE","Liechtenstein","2018","Fondos de seguridad social","Porcentaje del total","30.07221"
"LIE","Liechtenstein","2018","Gobierno municipal local","Porcentaje del total","15.91514"
"LIE","Liechtenstein","2018","Gobierno nacional","Porcentaje del total","54.01265"
"LIE","Liechtenstein","2019","Fondos de seguridad social","Porcentaje del total","30.32437"
"LIE","Liechtenstein","2019","Gobierno municipal local","Porcentaje del total","16.12375"
"LIE","Liechtenstein","2019","Gobierno nacional","Porcentaje del total","53.55188"
"LIE","Liechtenstein","2020","Fondos de seguridad social","Porcentaje del total","24.88250"
"LIE","Liechtenstein","2020","Gobierno municipal local","Porcentaje del total","15.01351"
"LIE","Liechtenstein","2020","Gobierno nacional","Porcentaje del total","60.10398"
"LIE","Liechtenstein","2021","Fondos de seguridad social","Porcentaje del total","30.63621"
"LIE","Liechtenstein","2021","Gobierno municipal local","Porcentaje del total","15.84117"
"LIE","Liechtenstein","2021","Gobierno nacional","Porcentaje del total","53.52262"
"LIE","Liechtenstein","2022","Fondos de seguridad social","Porcentaje del total","29.14517"
"LIE","Liechtenstein","2022","Gobierno municipal local","Porcentaje del total","15.74977"
"LIE","Liechtenstein","2022","Gobierno nacional","Porcentaje del total","55.10506"
"LIE","Liechtenstein","2023","Fondos de seguridad social","Porcentaje del total","29.52519"
"LIE","Liechtenstein","2023","Gobierno municipal local","Porcentaje del total","16.44138"
"LIE","Liechtenstein","2023","Gobierno nacional","Porcentaje del total","54.03342"
"LIE","Liechtenstein","2024","Fondos de seguridad social","Porcentaje del total","31.10317"
"LIE","Liechtenstein","2024","Gobierno municipal local","Porcentaje del total","16.19982"
"LIE","Liechtenstein","2024","Gobierno nacional","Porcentaje del total","52.69701"
"LTU","Lituania","1995","Fondos de seguridad social","Porcentaje del total","26.05269"
"LTU","Lituania","1995","Gobierno municipal local","Porcentaje del total","2.25514"
"LTU","Lituania","1995","Gobierno nacional","Porcentaje del total","71.69218"
"LTU","Lituania","1996","Fondos de seguridad social","Porcentaje del total","28.19510"
"LTU","Lituania","1996","Gobierno municipal local","Porcentaje del total","2.44881"
"LTU","Lituania","1996","Gobierno nacional","Porcentaje del total","69.35609"
"LTU","Lituania","1997","Fondos de seguridad social","Porcentaje del total","28.72503"
"LTU","Lituania","1997","Gobierno municipal local","Porcentaje del total","2.00392"
"LTU","Lituania","1997","Gobierno nacional","Porcentaje del total","69.27105"
"LTU","Lituania","1998","Fondos de seguridad social","Porcentaje del total","30.47876"
"LTU","Lituania","1998","Gobierno municipal local","Porcentaje del total","1.79775"
"LTU","Lituania","1998","Gobierno nacional","Porcentaje del total","67.72349"
"LTU","Lituania","1999","Fondos de seguridad social","Porcentaje del total","30.05525"
"LTU","Lituania","1999","Gobierno municipal local","Porcentaje del total","1.93395"
"LTU","Lituania","1999","Gobierno nacional","Porcentaje del total","68.01080"
"LTU","Lituania","2000","Fondos de seguridad social","Porcentaje del total","32.16229"
"LTU","Lituania","2000","Gobierno municipal local","Porcentaje del total","1.97435"
"LTU","Lituania","2000","Gobierno nacional","Porcentaje del total","65.86336"
"LTU","Lituania","2001","Fondos de seguridad social","Porcentaje del total","31.96866"
"LTU","Lituania","2001","Gobierno municipal local","Porcentaje del total","1.93316"
"LTU","Lituania","2001","Gobierno nacional","Porcentaje del total","66.09818"
"LTU","Lituania","2002","Fondos de seguridad social","Porcentaje del total","31.65165"
"LTU","Lituania","2002","Gobierno municipal local","Porcentaje del total","2.19941"
"LTU","Lituania","2002","Gobierno nacional","Porcentaje del total","66.14893"
"LTU","Lituania","2003","Fondos de seguridad social","Porcentaje del total","31.79916"
"LTU","Lituania","2003","Gobierno municipal local","Porcentaje del total","1.68980"
"LTU","Lituania","2003","Gobierno nacional","Porcentaje del total","66.51104"
"LTU","Lituania","2004","European institutions and bodies (EU accounts)","Porcentaje del total","0.36178"
"LTU","Lituania","2004","Fondos de seguridad social","Porcentaje del total","31.21937"
"LTU","Lituania","2004","Gobierno municipal local","Porcentaje del total","1.71164"
"LTU","Lituania","2004","Gobierno nacional","Porcentaje del total","66.70721"
"LTU","Lituania","2005","European institutions and bodies (EU accounts)","Porcentaje del total","0.74210"
"LTU","Lituania","2005","Fondos de seguridad social","Porcentaje del total","30.22916"
"LTU","Lituania","2005","Gobierno municipal local","Porcentaje del total","1.45451"
"LTU","Lituania","2005","Gobierno nacional","Porcentaje del total","67.57423"
"LTU","Lituania","2006","European institutions and bodies (EU accounts)","Porcentaje del total","0.69881"
"LTU","Lituania","2006","Fondos de seguridad social","Porcentaje del total","30.05682"
"LTU","Lituania","2006","Gobierno municipal local","Porcentaje del total","1.33715"
"LTU","Lituania","2006","Gobierno nacional","Porcentaje del total","67.90723"
"LTU","Lituania","2007","European institutions and bodies (EU accounts)","Porcentaje del total","0.84405"
"LTU","Lituania","2007","Fondos de seguridad social","Porcentaje del total","30.20921"
"LTU","Lituania","2007","Gobierno municipal local","Porcentaje del total","1.18630"
"LTU","Lituania","2007","Gobierno nacional","Porcentaje del total","67.76044"
"LTU","Lituania","2008","European institutions and bodies (EU accounts)","Porcentaje del total","0.95343"
"LTU","Lituania","2008","Fondos de seguridad social","Porcentaje del total","30.93917"
"LTU","Lituania","2008","Gobierno municipal local","Porcentaje del total","1.19684"
"LTU","Lituania","2008","Gobierno nacional","Porcentaje del total","66.91056"
"LTU","Lituania","2009","European institutions and bodies (EU accounts)","Porcentaje del total","0.73115"
"LTU","Lituania","2009","Fondos de seguridad social","Porcentaje del total","41.32855"
"LTU","Lituania","2009","Gobierno municipal local","Porcentaje del total","1.61294"
"LTU","Lituania","2009","Gobierno nacional","Porcentaje del total","56.32736"
"LTU","Lituania","2010","European institutions and bodies (EU accounts)","Porcentaje del total","0.67674"
"LTU","Lituania","2010","Fondos de seguridad social","Porcentaje del total","41.11771"
"LTU","Lituania","2010","Gobierno municipal local","Porcentaje del total","1.74453"
"LTU","Lituania","2010","Gobierno nacional","Porcentaje del total","56.46101"
"LTU","Lituania","2011","European institutions and bodies (EU accounts)","Porcentaje del total","0.72076"
"LTU","Lituania","2011","Fondos de seguridad social","Porcentaje del total","40.64004"
"LTU","Lituania","2011","Gobierno municipal local","Porcentaje del total","1.64006"
"LTU","Lituania","2011","Gobierno nacional","Porcentaje del total","56.99914"
"LTU","Lituania","2012","European institutions and bodies (EU accounts)","Porcentaje del total","0.71933"
"LTU","Lituania","2012","Fondos de seguridad social","Porcentaje del total","39.96310"
"LTU","Lituania","2012","Gobierno municipal local","Porcentaje del total","1.59683"
"LTU","Lituania","2012","Gobierno nacional","Porcentaje del total","57.72073"
"LTU","Lituania","2013","European institutions and bodies (EU accounts)","Porcentaje del total","0.78938"
"LTU","Lituania","2013","Fondos de seguridad social","Porcentaje del total","39.97098"
"LTU","Lituania","2013","Gobierno municipal local","Porcentaje del total","1.18376"
"LTU","Lituania","2013","Gobierno nacional","Porcentaje del total","58.05588"
"LTU","Lituania","2014","European institutions and bodies (EU accounts)","Porcentaje del total","0.86074"
"LTU","Lituania","2014","Fondos de seguridad social","Porcentaje del total","40.18104"
"LTU","Lituania","2014","Gobierno municipal local","Porcentaje del total","1.23073"
"LTU","Lituania","2014","Gobierno nacional","Porcentaje del total","57.72749"
"LTU","Lituania","2015","European institutions and bodies (EU accounts)","Porcentaje del total","1.01340"
"LTU","Lituania","2015","Fondos de seguridad social","Porcentaje del total","39.91683"
"LTU","Lituania","2015","Gobierno municipal local","Porcentaje del total","1.31815"
"LTU","Lituania","2015","Gobierno nacional","Porcentaje del total","57.75161"
"LTU","Lituania","2016","European institutions and bodies (EU accounts)","Porcentaje del total","0.89887"
"LTU","Lituania","2016","Fondos de seguridad social","Porcentaje del total","40.52279"
"LTU","Lituania","2016","Gobierno municipal local","Porcentaje del total","1.25169"
"LTU","Lituania","2016","Gobierno nacional","Porcentaje del total","57.32664"
"LTU","Lituania","2017","European institutions and bodies (EU accounts)","Porcentaje del total","0.87383"
"LTU","Lituania","2017","Fondos de seguridad social","Porcentaje del total","41.21637"
"LTU","Lituania","2017","Gobierno municipal local","Porcentaje del total","1.18131"
"LTU","Lituania","2017","Gobierno nacional","Porcentaje del total","56.72849"
