geocodigoFundar,geonombreFundar,anio,country_name_abbreviation,sector_bp,sector_bp_name,export_value_pc
SXM,San Martín (parte holandesa),2020,Saint Maarten,2,Alimentos procesados,10.160629857493
MLI,Malí,2020,Mali,12,Transporte,0.0454449096389474
PAK,Pakistán,2020,Pakistan,12,Transporte,0.569743551669765
ISR,Israel,2020,Israel,2,Alimentos procesados,2.14322803129303
BRA,Brasil,2020,Brazil,2,Alimentos procesados,7.669251176062
HRV,Croacia,2020,Croatia,5,Plásticos y gomas,3.5921103950754
CXR,Isla Christmas,2020,Christmas Isds,2,Alimentos procesados,0.0258434148859437
PRK,Corea del Norte,2020,Dem. People's Rep. of Korea,3,Minerales,9.03618237286584
NLD,Países Bajos,2020,Netherlands,5,Plásticos y gomas,5.24168697286527
MOZ,Mozambique,2020,Mozambique,5,Plásticos y gomas,0.092472450311174
GBR,Reino Unido,2020,United Kingdom,2,Alimentos procesados,4.50393346870492
VUT,Vanuatu,2020,Vanuatu,6,Cueros y pieles,0.0029291187909521
LCA,Santa Lucía,2020,Saint Lucia,6,Cueros y pieles,0.397868644241026
CHE,Suiza,2020,Switzerland,2,Alimentos procesados,1.62095594597442
IND,India,2020,India,5,Plásticos y gomas,3.52360305196965
KHM,Camboya,2020,Cambodia,5,Plásticos y gomas,3.57077784857655
ALB,Albania,2020,Albania,8,"Textiles, indumentaria y calzado",41.8242241806877
AGO,Angola,2020,Angola,12,Transporte,3.94526843056392
ARG,Argentina,2020,Argentina,8,"Textiles, indumentaria y calzado",0.637052334490377
AUS,Australia,2020,Australia,12,Transporte,1.03689788493627
AUT,Austria,2020,Austria,4,Químicos,12.6348758077336
BHS,Bahamas,2020,Bahamas,9,Piedra y vidrio,0.857858666366675
BEL,Bélgica,2020,Belgium,11,Maquinaria,10.4137423041193
BMU,Bermuda,2020,Bermuda,10,Metales,0.981315489094981
BOL,Bolivia,2020,Bolivia (Plurinational State of),8,"Textiles, indumentaria y calzado",0.433342289817422
BRA,Brasil,2020,Brazil,1,Productos agropecuarios,31.6226307362146
BLZ,Belice,2020,Belize,3,Minerales,13.231203382203
BGR,Bulgaria,2020,Bulgaria,3,Minerales,8.93884859383398
BDI,Burundi,2020,Burundi,1,Productos agropecuarios,34.9567433241705
CPV,Cabo Verde,2020,Cabo Verde,10,Metales,3.26185028861955
COL,Colombia,2020,Colombia,1,Productos agropecuarios,20.5096493600014
COD,Rep. Dem. Congo,2020,Dem. Rep. of the Congo,1,Productos agropecuarios,0.395787544934206
COK,Islas Cook,2020,Cook Isds,5,Plásticos y gomas,0.184835386969975
CRI,Costa Rica,2020,Costa Rica,10,Metales,2.9611323131591
CZE,Chequia,2020,Czechia,11,Maquinaria,39.1972938587033
DNK,Dinamarca,2020,Denmark,11,Maquinaria,21.9588682506013
GNQ,Guinea Ecuatorial,2020,Equatorial Guinea,3,Minerales,92.6175972624213
PYF,Polinesia Francesa,2020,French Polynesia,4,Químicos,4.86841377453957
DJI,Djibouti,2020,Djibouti,8,"Textiles, indumentaria y calzado",0.642711354525443
GIB,Gibraltar,2020,Gibraltar,12,Transporte,47.7278099236732
GIN,Guinea,2020,Guinea,3,Minerales,26.7845314001391
HND,Honduras,2020,Honduras,8,"Textiles, indumentaria y calzado",32.4170927595592
IRL,Irlanda,2020,Ireland,7,Madera,0.534732910839388
KAZ,Kazajstán,2020,Kazakhstan,9,Piedra y vidrio,2.25962765686068
PRK,Corea del Norte,2020,Dem. People's Rep. of Korea,9,Piedra y vidrio,0.396962715406633
KOR,Corea del Sur,2020,Rep. of Korea,3,Minerales,5.07120472264199
KGZ,Kirguistán,2020,Kyrgyzstan,3,Minerales,8.23885747219161
LTU,Lituania,2020,Lithuania,9,Piedra y vidrio,2.06610766964628
LUX,Luxemburgo,2020,Luxembourg,4,Químicos,7.2919239575397
MYS,Malasia,2020,Malaysia,8,"Textiles, indumentaria y calzado",1.20691473619355
MRT,Mauritania,2020,Mauritania,6,Cueros y pieles,0.0426472121050594
MAR,Marruecos,2020,Morocco,8,"Textiles, indumentaria y calzado",14.1612303059554
ABW,Aruba,2020,Aruba,10,Metales,5.65545455571374
NCL,Nueva Caledonia,2020,New Caledonia,1,Productos agropecuarios,0.541396076974761
NIC,Nicaragua,2020,Nicaragua,2,Alimentos procesados,11.9098890228813
NOR,Noruega,2020,Norway,3,Minerales,50.0924964252174
MNP,Islas Marianas,2020,N. Mariana Isds,12,Transporte,0.10775936314492
MHL,Islas Marshall,2020,Marshall Isds,8,"Textiles, indumentaria y calzado",2.05656226422547
PRY,Paraguay,2020,Paraguay,1,Productos agropecuarios,64.3765573233209
GNB,Guinea-Bissau,2020,Guinea-Bissau,9,Piedra y vidrio,0.697214627706202
RUS,Rusia,2020,Russian Federation,7,Madera,3.89555976787752
KNA,Saint Kitts y Nevis,2020,Saint Kitts and Nevis,3,Minerales,0.295314597390297
STP,Santo Tomé y Príncipe,2020,Sao Tome and Principe,11,Maquinaria,29.8760056638971
SLE,Sierra Leona,2020,Sierra Leone,1,Productos agropecuarios,4.65689605172429
SGP,Singapur,2020,Singapore,1,Productos agropecuarios,0.849950878131027
VNM,Vietnam,2020,Viet Nam,9,Piedra y vidrio,2.70199358775891
SOM,Somalia,2020,Somalia,11,Maquinaria,0.836088085834983
ESP,España,2020,Spain,8,"Textiles, indumentaria y calzado",6.16965996753238
SDN,Sudán,2020,Sudan,8,"Textiles, indumentaria y calzado",3.05932662369161
SWE,Suecia,2020,Sweden,11,Maquinaria,24.899379881744
TUR,Turquía,2020,Türkiye,7,Madera,2.11282006135901
TCA,Islas Turcas y Caicos,2020,Turks and Caicos Isds,11,Maquinaria,2.31565989600749
MKD,Macedonia del Norte,2020,North Macedonia,10,Metales,10.9423601981959
EGY,Egipto,2020,Egypt,10,Metales,6.7586484119446
USA,Estados Unidos,2020,USA,8,"Textiles, indumentaria y calzado",1.75994011039475
WLF,Wallis y Futuna,2020,Wallis and Futuna Isds,8,"Textiles, indumentaria y calzado",6.52168616346408
ZMB,Zambia,2020,Zambia,8,"Textiles, indumentaria y calzado",0.359062291799252
AUS,Australia,2020,Australia,10,Metales,4.72261468048416
AUT,Austria,2020,Austria,11,Maquinaria,26.5628897427076
BHS,Bahamas,2020,Bahamas,12,Transporte,28.8641914966543
BGD,Bangladesh,2020,Bangladesh,1,Productos agropecuarios,1.71517176377393
BEL,Bélgica,2020,Belgium,1,Productos agropecuarios,6.4288176042166
BGR,Bulgaria,2020,Bulgaria,5,Plásticos y gomas,4.53504763740617
CAF,Rep. Centroafricana,2020,Central African Rep.,10,Metales,5.48764910366708
CXR,Isla Christmas,2020,Christmas Isds,8,"Textiles, indumentaria y calzado",0.527896188779992
COG,Congo,2020,Congo,10,Metales,29.4449245595457
COK,Islas Cook,2020,Cook Isds,8,"Textiles, indumentaria y calzado",1.68709125453475
DMA,Dominica,2020,Dominica,11,Maquinaria,25.5026501516706
ECU,Ecuador,2020,Ecuador,1,Productos agropecuarios,46.5392341521801
FIN,Finlandia,2020,Finland,7,Madera,18.1961716352839
GEO,Georgia,2020,Georgia,10,Metales,9.900953535667
DEU,Alemania,2020,Germany,4,Químicos,15.2162344476197
IRN,Irán,2020,Iran,3,Minerales,32.2673265309484
IRL,Irlanda,2020,Ireland,6,Cueros y pieles,0.0715822249676873
ISR,Israel,2020,Israel,6,Cueros y pieles,0.0900019464135342
ITA,Italia,2020,Italy,6,Cueros y pieles,2.26994871093345
CIV,Costa de Marfil,2020,Côte d'Ivoire,3,Minerales,11.5182538306815
KOR,Corea del Sur,2020,Rep. of Korea,1,Productos agropecuarios,0.520038396294304
KWT,Kuwait,2020,Kuwait,4,Químicos,5.63331039597162
KGZ,Kirguistán,2020,Kyrgyzstan,12,Transporte,2.05254088547002
LBN,Líbano,2020,Lebanon,8,"Textiles, indumentaria y calzado",2.07696442724967
LVA,Letonia,2020,Latvia,7,Madera,17.7465054592579
LBY,Libia,2020,Libya,3,Minerales,75.1869141494047
MDG,Madagascar,2020,Madagascar,4,Químicos,4.2716119350714
TWN,Taiwán,2020,"Other Asia, nes",8,"Textiles, indumentaria y calzado",2.27871620600805
MOZ,Mozambique,2020,Mozambique,1,Productos agropecuarios,10.3070763827549
NPL,Nepal,2020,Nepal,4,Químicos,4.05888396665908
ABW,Aruba,2020,Aruba,3,Minerales,51.199266224453
BES,Bonaire,2020,Bonaire,3,Minerales,53.7264649932456
NCL,Nueva Caledonia,2020,New Caledonia,10,Metales,67.2522377108473
NZL,Nueva Zelanda,2020,New Zealand,7,Madera,9.56270550024415
NFK,Isla Norfolk,2020,Norfolk Isds,4,Químicos,7.46940098535423
FSM,Micronesia,2020,FS Micronesia,1,Productos agropecuarios,97.4042911596218
PCN,Pitcairn,2020,Pitcairn,9,Piedra y vidrio,0.0264268424711762
PRT,Portugal,2020,Portugal,11,Maquinaria,15.3749992969482
GNB,Guinea-Bissau,2020,Guinea-Bissau,11,Maquinaria,0.427920806774518
RUS,Rusia,2020,Russian Federation,1,Productos agropecuarios,7.96048148674678
IND,India,2020,India,1,Productos agropecuarios,10.6244568647802
SGP,Singapur,2020,Singapore,8,"Textiles, indumentaria y calzado",0.597350740768445
SVK,Eslovaquia,2020,Slovakia,1,Productos agropecuarios,2.52351870259347
SVN,Eslovenia,2020,Slovenia,8,"Textiles, indumentaria y calzado",2.81001064619345
ZAF,Sudáfrica,2020,South Africa,9,Piedra y vidrio,32.3269529268299
TGO,Togo,2020,Togo,8,"Textiles, indumentaria y calzado",6.0985989493517
TON,Tonga,2020,Tonga,1,Productos agropecuarios,73.2118421541036
MKD,Macedonia del Norte,2020,North Macedonia,5,Plásticos y gomas,1.87580592641072
EGY,Egipto,2020,Egypt,1,Productos agropecuarios,12.8140655745283
URY,Uruguay,2020,Uruguay,8,"Textiles, indumentaria y calzado",1.82525507157562
YEM,Yemen,2020,Yemen,1,Productos agropecuarios,23.8713913136948
DZA,Argelia,2020,Algeria,13,Otros productos industriales,0.0452954497868603
ARG,Argentina,2020,Argentina,1,Productos agropecuarios,64.0813375354999
CCK,Islas Cocos,2020,Cocos Isds,4,Químicos,10.755788538002
COL,Colombia,2020,Colombia,10,Metales,3.7845844078094
HRV,Croacia,2020,Croatia,8,"Textiles, indumentaria y calzado",7.03836145866551
CYP,Chipre,2020,Cyprus,1,Productos agropecuarios,16.1119937635971
DNK,Dinamarca,2020,Denmark,10,Metales,5.55272342707325
GNQ,Guinea Ecuatorial,2020,Equatorial Guinea,11,Maquinaria,0.218670543556842
EST,Estonia,2020,Estonia,11,Maquinaria,26.2324445686196
FIN,Finlandia,2020,Finland,3,Minerales,8.04357074913622
GMB,Gambia,2020,Gambia,9,Piedra y vidrio,59.2031877737889
GUY,Guyana,2020,Guyana,8,"Textiles, indumentaria y calzado",0.0141790379417918
HND,Honduras,2020,Honduras,10,Metales,3.16396906574265
IRL,Irlanda,2020,Ireland,4,Químicos,62.8680732350493
CIV,Costa de Marfil,2020,Côte d'Ivoire,11,Maquinaria,0.703269314846181
JPN,Japón,2020,Japan,12,Transporte,22.316788011242
KOR,Corea del Sur,2020,Rep. of Korea,11,Maquinaria,44.0144548601642
MLT,Malta,2020,Malta,3,Minerales,10.8251961292313
MRT,Mauritania,2020,Mauritania,11,Maquinaria,0.635217626402626
MUS,Mauricio,2020,Mauritius,8,"Textiles, indumentaria y calzado",26.9248555063962
MNG,Mongolia,2020,Mongolia,12,Transporte,0.0932194356775965
MDA,Moldavia,2020,Rep. of Moldova,10,Metales,7.62074178912396
NRU,Nauru,2020,Nauru,11,Maquinaria,4.1190085252933
BES,Bonaire,2020,Bonaire,4,Químicos,0.423488804829457
NIC,Nicaragua,2020,Nicaragua,1,Productos agropecuarios,35.4215776773798
NIU,Niue,2020,Niue,4,Químicos,0.0221673139110061
PLW,Palau,2020,Palau,3,Minerales,0.269236450378064
PAN,Panamá,2020,Panama,8,"Textiles, indumentaria y calzado",12.6905233462158
PRY,Paraguay,2020,Paraguay,10,Metales,1.72470605852566
RWA,Ruanda,2020,Rwanda,1,Productos agropecuarios,22.8139818929539
LCA,Santa Lucía,2020,Saint Lucia,1,Productos agropecuarios,14.8114156087536
SRB,Serbia,2020,Serbia,9,Piedra y vidrio,1.62068374265864
SSD,Sudán del Sur,2020,South Sudan,1,Productos agropecuarios,3.34487242891968
SWZ,Eswatini,2020,Eswatini,6,Cueros y pieles,0.0160819460173112
SWE,Suecia,2020,Sweden,8,"Textiles, indumentaria y calzado",2.38585864248114
TJK,Tayikistán,2020,Tajikistan,3,Minerales,16.918448028619
THA,Tailandia,2020,Thailand,1,Productos agropecuarios,7.27026500983571
MKD,Macedonia del Norte,2020,North Macedonia,6,Cueros y pieles,0.0899829465150185
TZA,Tanzanía,2020,United Rep. of Tanzania,1,Productos agropecuarios,22.2316757560277
VEN,Venezuela,2020,Venezuela,13,Otros productos industriales,0.17830217201367
AFG,Afganistán,2020,Afghanistan,8,"Textiles, indumentaria y calzado",7.4406172014422
ATG,Antigua y Barbuda,2020,Antigua and Barbuda,8,"Textiles, indumentaria y calzado",0.660480089631225
BHR,Bahrein,2020,Bahrain,5,Plásticos y gomas,2.23990886521668
BOL,Bolivia,2020,Bolivia (Plurinational State of),3,Minerales,47.8351895785413
BLZ,Belice,2020,Belize,7,Madera,1.37079361451772
VGB,Islas Vírgenes Británicas,2020,Br. Virgin Isds,12,Transporte,93.0115314763545
KHM,Camboya,2020,Cambodia,9,Piedra y vidrio,20.0730320005725
LKA,Sri Lanka,2020,Sri Lanka,3,Minerales,2.60906787455734
CYP,Chipre,2020,Cyprus,8,"Textiles, indumentaria y calzado",1.30011003759118
FJI,Fiji,2020,Fiji,5,Plásticos y gomas,0.790889646290117
GMB,Gambia,2020,Gambia,1,Productos agropecuarios,24.2954829807378
PSE,Palestina,2020,State of Palestine,1,Productos agropecuarios,12.3797542407205
DEU,Alemania,2020,Germany,7,Madera,2.66413727133716
HTI,Haití,2020,Haiti,1,Productos agropecuarios,4.17384647799154
ISL,Islandia,2020,Iceland,1,Productos agropecuarios,43.1627582921509
IRQ,Iraq,2020,Iraq,10,Metales,0.438743174190717
JAM,Jamaica,2020,Jamaica,7,Madera,0.566781197029314
JPN,Japón,2020,Japan,4,Químicos,10.177536041396
JOR,Jordania,2020,Jordan,13,Otros productos industriales,1.2100702533088
KWT,Kuwait,2020,Kuwait,10,Metales,1.07738930370754
KGZ,Kirguistán,2020,Kyrgyzstan,4,Químicos,1.51304999228051
LBY,Libia,2020,Libya,10,Metales,4.41873134578619
MDG,Madagascar,2020,Madagascar,1,Productos agropecuarios,36.3754420667047
MEX,México,2020,Mexico,9,Piedra y vidrio,2.72529061661675
MNE,Montenegro,2020,Montenegro,7,Madera,4.4474986353698
MSR,Montserrat,2020,Montserrat,11,Maquinaria,20.3620812315895
NAM,Namibia,2020,Namibia,3,Minerales,9.73968237106622
VUT,Vanuatu,2020,Vanuatu,7,Madera,0.575760580832349
PNG,Papúa Nueva Guinea,2020,Papua New Guinea,3,Minerales,44.5535978232401
PER,Perú,2020,Peru,9,Piedra y vidrio,17.3461115254094
STP,Santo Tomé y Príncipe,2020,Sao Tome and Principe,9,Piedra y vidrio,0.112052006692864
SOM,Somalia,2020,Somalia,1,Productos agropecuarios,72.1870024342887
THA,Tailandia,2020,Thailand,11,Maquinaria,32.7357217935325
MKD,Macedonia del Norte,2020,North Macedonia,3,Minerales,5.14751387711951
USA,Estados Unidos,2020,USA,7,Madera,2.61885781845476
BFA,Burkina Faso,2020,Burkina Faso,8,"Textiles, indumentaria y calzado",3.42123957434875
ALB,Albania,2020,Albania,6,Cueros y pieles,0.678042904435893
AND,Andorra,2020,Andorra,10,Metales,2.62268040360355
ATG,Antigua y Barbuda,2020,Antigua and Barbuda,1,Productos agropecuarios,3.00841818940442
AZE,Azerbaiyán,2020,Azerbaijan,3,Minerales,86.2662581053157
BHR,Bahrein,2020,Bahrain,10,Metales,34.1180927682552
ARM,Armenia,2020,Armenia,3,Minerales,32.174163871325
BLZ,Belice,2020,Belize,2,Alimentos procesados,27.928842752274
SLB,Islas Salomón,2020,Solomon Isds,2,Alimentos procesados,13.967540829295
VGB,Islas Vírgenes Británicas,2020,Br. Virgin Isds,6,Cueros y pieles,0.0033094097600567
BGR,Bulgaria,2020,Bulgaria,4,Químicos,9.75091797803823
BLR,Belarús,2020,Belarus,3,Minerales,14.4442837098323
KHM,Camboya,2020,Cambodia,12,Transporte,2.05503979933856
COD,Rep. Dem. Congo,2020,Dem. Rep. of the Congo,3,Minerales,5.81212544540379
FRA,Francia,2020,France,4,Químicos,19.1722524674536
GHA,Ghana,2020,Ghana,9,Piedra y vidrio,44.5349147069083
LSO,Lesotho,2020,Lesotho,7,Madera,0.298956499683069
LTU,Lituania,2020,Lithuania,1,Productos agropecuarios,14.7123502850338
MDG,Madagascar,2020,Madagascar,3,Minerales,8.1272271783015
MDA,Moldavia,2020,Rep. of Moldova,7,Madera,1.28023754674932
MNE,Montenegro,2020,Montenegro,4,Químicos,12.6429910021148
NLD,Países Bajos,2020,Netherlands,3,Minerales,8.57632791920753
NIC,Nicaragua,2020,Nicaragua,13,Otros productos industriales,0.474297069946017
NIU,Niue,2020,Niue,7,Madera,0.0056539562151922
NFK,Isla Norfolk,2020,Norfolk Isds,12,Transporte,0.460394054324664
PER,Perú,2020,Peru,6,Cueros y pieles,0.0326005670266448
TLS,Timor-Leste,2020,Timor-Leste,3,Minerales,86.0399094780178
AIA,Anguila,2020,Anguilla,11,Maquinaria,3.82870913988193
LCA,Santa Lucía,2020,Saint Lucia,8,"Textiles, indumentaria y calzado",2.93934350732844
SRB,Serbia,2020,Serbia,3,Minerales,3.90270462761698
SLE,Sierra Leona,2020,Sierra Leone,10,Metales,2.73365027348314
SGP,Singapur,2020,Singapore,3,Minerales,10.7904216032356
SUR,Suriname,2020,Suriname,7,Madera,5.87511744285421
CHE,Suiza,2020,Switzerland,1,Productos agropecuarios,1.90057165253344
BLZ,Belice,2020,Belize,1,Productos agropecuarios,27.007162037191
BRN,Brunei,2020,Brunei Darussalam,7,Madera,0.0330721754380859
MMR,Myanmar,2020,Myanmar,8,"Textiles, indumentaria y calzado",36.6352734120404
CPV,Cabo Verde,2020,Cabo Verde,13,Otros productos industriales,2.55220385919969
CAF,Rep. Centroafricana,2020,Central African Rep.,13,Otros productos industriales,0.371935933033635
COM,Comoras,2020,Comoros,9,Piedra y vidrio,0.621846833221898
COD,Rep. Dem. Congo,2020,Dem. Rep. of the Congo,11,Maquinaria,0.211614800353169
CRI,Costa Rica,2020,Costa Rica,11,Maquinaria,12.9633842864528
DNK,Dinamarca,2020,Denmark,8,"Textiles, indumentaria y calzado",5.57081439242181
FIN,Finlandia,2020,Finland,4,Químicos,8.90685317368621
GAB,Gabón,2020,Gabon,4,Químicos,0.103166849445867
GTM,Guatemala,2020,Guatemala,8,"Textiles, indumentaria y calzado",14.015741922006
LTU,Lituania,2020,Lithuania,12,Transporte,5.1207693662781
MLT,Malta,2020,Malta,4,Químicos,15.3872820030964
MSR,Montserrat,2020,Montserrat,9,Piedra y vidrio,0.12149313517818
NRU,Nauru,2020,Nauru,1,Productos agropecuarios,80.7737336134749
CUW,Curazao,2020,Curaçao,9,Piedra y vidrio,4.37957595953794
MNP,Islas Marianas,2020,N. Mariana Isds,13,Otros productos industriales,35.3858974036157
RUS,Rusia,2020,Russian Federation,3,Minerales,50.3234337320288
AIA,Anguila,2020,Anguilla,1,Productos agropecuarios,0.118138377394538
VCT,San Vicente y las Granadinas,2020,Saint Vincent and the Grenadines,7,Madera,0.355361027251439
SEN,Senegal,2020,Senegal,4,Químicos,11.112582325078
ESP,España,2020,Spain,9,Piedra y vidrio,3.22393630782133
SWZ,Eswatini,2020,Eswatini,7,Madera,5.43253596426876
WSM,Samoa,2020,Samoa,10,Metales,3.88080486649704
ASM,Samoa Americana,2020,American Samoa,6,Cueros y pieles,0.321343518624246
BRN,Brunei,2020,Brunei Darussalam,8,"Textiles, indumentaria y calzado",0.162904654244826
MMR,Myanmar,2020,Myanmar,7,Madera,1.54830339471782
BDI,Burundi,2020,Burundi,9,Piedra y vidrio,41.8836902622551
BLR,Belarús,2020,Belarus,1,Productos agropecuarios,16.4321151633966
CYM,Islas Caimán,2020,Cayman Isds,8,"Textiles, indumentaria y calzado",0.143646313385424
CUB,Cuba,2020,Cuba,1,Productos agropecuarios,6.78017475893789
BEN,Benin,2020,Benin,11,Maquinaria,3.24078693326248
DNK,Dinamarca,2020,Denmark,1,Productos agropecuarios,16.3018758307328
DMA,Dominica,2020,Dominica,4,Químicos,14.6637511301206
FRA,Francia,2020,France,1,Productos agropecuarios,7.84025805224566
PYF,Polinesia Francesa,2020,French Polynesia,5,Plásticos y gomas,0.550817133497549
GRL,Groenlandia,2020,Greenland,8,"Textiles, indumentaria y calzado",0.0402697623035561
GUM,Guam,2020,Guam,8,"Textiles, indumentaria y calzado",5.97057197161281
HTI,Haití,2020,Haiti,2,Alimentos procesados,1.85404986849956
IRN,Irán,2020,Iran,6,Cueros y pieles,0.164923600561655
LSO,Lesotho,2020,Lesotho,8,"Textiles, indumentaria y calzado",46.0547329517535
LBY,Libia,2020,Libya,6,Cueros y pieles,0.0364319929740784
MWI,Malawi,2020,Malawi,8,"Textiles, indumentaria y calzado",1.47860624432369
MDV,Maldivas,2020,Maldives,11,Maquinaria,1.79875197442417
MOZ,Mozambique,2020,Mozambique,3,Minerales,39.3716316610586
NPL,Nepal,2020,Nepal,13,Otros productos industriales,3.09051735507353
ROU,Rumania,2020,Romania,10,Metales,8.18608280598102
SHN,Santa Elena,2020,Saint Helena,3,Minerales,0.560381926921574
SDN,Sudán,2020,Sudan,4,Químicos,0.045622997338398
SYR,Siria,2020,Syria,8,"Textiles, indumentaria y calzado",12.1040252473241
WLF,Wallis y Futuna,2020,Wallis and Futuna Isds,12,Transporte,0.81675585572469
ALB,Albania,2020,Albania,10,Metales,13.7045108613042
ASM,Samoa Americana,2020,American Samoa,5,Plásticos y gomas,2.78258288144936
AND,Andorra,2020,Andorra,4,Químicos,4.83767902618664
BGD,Bangladesh,2020,Bangladesh,4,Químicos,0.536318014023922
BTN,Bhután,2020,Bhutan,13,Otros productos industriales,0.134246732091281
BLZ,Belice,2020,Belize,6,Cueros y pieles,0.0310939363117843
BRN,Brunei,2020,Brunei Darussalam,4,Químicos,16.2467389365837
MMR,Myanmar,2020,Myanmar,3,Minerales,18.6841434088708
CYM,Islas Caimán,2020,Cayman Isds,7,Madera,0.0654847569659844
CAF,Rep. Centroafricana,2020,Central African Rep.,7,Madera,41.2092578697082
TCD,Chad,2020,Chad,4,Químicos,0.0473815828243066
FLK,Islas Malvinas,2020,Falkland Isds (Malvinas),11,Maquinaria,2.63852981284254
FJI,Fiji,2020,Fiji,8,"Textiles, indumentaria y calzado",6.71356938313266
FIN,Finlandia,2020,Finland,9,Piedra y vidrio,2.31425365219292
GIB,Gibraltar,2020,Gibraltar,10,Metales,1.51308344601783
IRQ,Iraq,2020,Iraq,13,Otros productos industriales,0.0187604473249117
ISR,Israel,2020,Israel,10,Metales,3.9853750135299
CIV,Costa de Marfil,2020,Côte d'Ivoire,8,"Textiles, indumentaria y calzado",2.92646464613935
MAC,Macao,2020,"China, Macao SAR",13,Otros productos industriales,16.2504735069006
MEX,México,2020,Mexico,1,Productos agropecuarios,5.36851157724496
PRY,Paraguay,2020,Paraguay,9,Piedra y vidrio,0.247471292723034
SHN,Santa Elena,2020,Saint Helena,10,Metales,1.76142094943324
SPM,San Pedro y Miquelón,2020,Saint Pierre and Miquelon,13,Otros productos industriales,5.17599014011545
ZWE,Zimbabwe,2020,Zimbabwe,3,Minerales,10.3370222923126
SUR,Suriname,2020,Suriname,9,Piedra y vidrio,76.8858427727182
SWE,Suecia,2020,Sweden,10,Metales,9.36691100661062
AGO,Angola,2020,Angola,3,Minerales,84.1572741358655
ARG,Argentina,2020,Argentina,2,Alimentos procesados,4.95397302484455
BHS,Bahamas,2020,Bahamas,3,Minerales,38.4272146331616
IOT,Territorio Británico del Océano Índico,2020,Br. Indian Ocean Terr.,9,Piedra y vidrio,0.424320710836489
LKA,Sri Lanka,2020,Sri Lanka,2,Alimentos procesados,4.72705304879512
CHL,Chile,2020,Chile,10,Metales,23.6261516833887
ATF,Tierras Australes Francesas,2020,Fr. South Antarctic Terr.,1,Productos agropecuarios,78.699964123748
GRC,Grecia,2020,Greece,3,Minerales,24.5572992673343
JOR,Jordania,2020,Jordan,6,Cueros y pieles,0.117541370375005
MLI,Malí,2020,Mali,2,Alimentos procesados,0.182328202133062
TWN,Taiwán,2020,"Other Asia, nes",3,Minerales,1.62477000824948
OMN,Omán,2020,Oman,10,Metales,10.8784581697357
CUW,Curazao,2020,Curaçao,5,Plásticos y gomas,2.01808138545757
NOR,Noruega,2020,Norway,10,Metales,9.55368983547747
MNP,Islas Marianas,2020,N. Mariana Isds,11,Maquinaria,2.82950381711425
TLS,Timor-Leste,2020,Timor-Leste,7,Madera,0.0653736518525969
SPM,San Pedro y Miquelón,2020,Saint Pierre and Miquelon,2,Alimentos procesados,70.7464841009981
SLE,Sierra Leona,2020,Sierra Leone,7,Madera,20.9917580649764
ZWE,Zimbabwe,2020,Zimbabwe,1,Productos agropecuarios,4.04844434774551
UKR,Ucrania,2020,Ukraine,9,Piedra y vidrio,1.10129138596862
UZB,Uzbekistán,2020,Uzbekistan,8,"Textiles, indumentaria y calzado",15.6329944235978
YEM,Yemen,2020,Yemen,6,Cueros y pieles,0.456107247427517
ZMB,Zambia,2020,Zambia,13,Otros productos industriales,0.0927220300007512
ARG,Argentina,2020,Argentina,7,Madera,1.09521089741057
KHM,Camboya,2020,Cambodia,10,Metales,1.40815230946312
CAN,Canadá,2020,Canada,10,Metales,7.67234703343655
COM,Comoras,2020,Comoros,8,"Textiles, indumentaria y calzado",0.326010157983556
GNQ,Guinea Ecuatorial,2020,Equatorial Guinea,8,"Textiles, indumentaria y calzado",0.0021251880165311
ERI,Eritrea,2020,Eritrea,13,Otros productos industriales,0.0352840061648607
GRC,Grecia,2020,Greece,9,Piedra y vidrio,1.34118749745442
GTM,Guatemala,2020,Guatemala,10,Metales,6.08351872485247
HTI,Haití,2020,Haiti,9,Piedra y vidrio,0.0433032661262913
IDN,Indonesia,2020,Indonesia,8,"Textiles, indumentaria y calzado",9.54750413027584
JOR,Jordania,2020,Jordan,2,Alimentos procesados,4.29850890704496
KWT,Kuwait,2020,Kuwait,3,Minerales,83.9376826312897
LUX,Luxemburgo,2020,Luxembourg,1,Productos agropecuarios,4.76837119990447
NCL,Nueva Caledonia,2020,New Caledonia,8,"Textiles, indumentaria y calzado",0.027897073536732
NIC,Nicaragua,2020,Nicaragua,4,Químicos,0.751420398620135
FSM,Micronesia,2020,FS Micronesia,10,Metales,0.142847492647487
POL,Polonia,2020,Poland,11,Maquinaria,25.6287996616299
RUS,Rusia,2020,Russian Federation,10,Metales,11.2157293765987
SDN,Sudán,2020,Sudan,6,Cueros y pieles,0.351756870444066
SWE,Suecia,2020,Sweden,4,Químicos,12.5657598788964
THA,Tailandia,2020,Thailand,9,Piedra y vidrio,8.74203529199229
TUR,Turquía,2020,Türkiye,12,Transporte,14.2157300124901
WLF,Wallis y Futuna,2020,Wallis and Futuna Isds,6,Cueros y pieles,0.0187787289296422
AUS,Australia,2020,Australia,5,Plásticos y gomas,0.381426136188652
AUT,Austria,2020,Austria,13,Otros productos industriales,6.16688725071195
BLR,Belarús,2020,Belarus,8,"Textiles, indumentaria y calzado",4.72583369520025
KHM,Camboya,2020,Cambodia,13,Otros productos industriales,3.8128736638733
CHN,China,2020,China,6,Cueros y pieles,0.930238024731728
CUB,Cuba,2020,Cuba,10,Metales,15.1006337811029
