"anio","geocodigoFundar","geonombreFundar","industry_gdp","prop_industry_gdp"
"2008","JPN","Japón","918997029150.311","9.2601939884619"
"2009","JPN","Japón","754326365832.865","8.09017210953239"
"2010","JPN","Japón","877804578950.279","8.62422810080792"
"2011","JPN","Japón","851654589455.852","8.01906954887074"
"2012","JPN","Japón","869501814775.667","8.00090566604118"
"2013","JPN","Japón","864473065966.626","7.69802296615952"
"2014","JPN","Japón","884300562503.012","7.55583472825065"
"2015","JPN","Japón","909542617885.21","7.48987354528678"
"2016","JPN","Japón","910495163864.646","7.30135047532658"
"2017","JPN","Japón","948146753641.555","7.34636859395686"
"2018","JPN","Japón","980530838505.297","7.29830963195982"
"2019","JPN","Japón","962765401608.695","7.05725588154383"
"2020","JPN","Japón","907776318402.094","6.80676535704829"
"2021","JPN","Japón","997477565024.084","6.85436269530886"
"2022","JPN","Japón","987249881394.065","6.64005466543929"
"2023","JPN","Japón","995261938509.108","6.5816012833186"
"1990","KAZ","Kazajstán","9738146922.09888","0.172948638165019"
"1991","KAZ","Kazajstán","10413535552.1785","0.195459480867401"
"1992","KAZ","Kazajstán","9379575570.39865","0.175614405853792"
"1993","KAZ","Kazajstán","9485620127.31501","0.177180655559483"
"1994","KAZ","Kazajstán","7462764699.49665","0.133326568843341"
"1995","KAZ","Kazajstán","7023754728.96388","0.118839182830855"
"1996","KAZ","Kazajstán","7096093838.67574","0.116407660087819"
"1997","KAZ","Kazajstán","7528421050.58384","0.117380249731125"
"1998","KAZ","Kazajstán","7280928216.7995","0.11132519511949"
"1999","KAZ","Kazajstán","7426545662.80182","0.10939985687938"
"2000","KAZ","Kazajstán","8466262578.31177","0.116887133458258"
"2001","KAZ","Kazajstán","9626141218.6819","0.132721324976074"
"2002","KAZ","Kazajstán","10357728167.389","0.139879379243364"
"2003","KAZ","Kazajstán","11175988429.6106","0.144498690639193"
"2004","KAZ","Kazajstán","12304762937.17","0.148295253777064"
"2005","KAZ","Kazajstán","13178401614.2333","0.152212026283463"
"2006","KAZ","Kazajstán","14219494724.6609","0.153881980961818"
"2007","KAZ","Kazajstán","15300173834.3547","0.156237350262301"
"2008","KAZ","Kazajstán","14841162816.9266","0.149545692031404"
"2009","KAZ","Kazajstán","14425614058.5405","0.15471512836546"
"2010","KAZ","Kazajstán","16387497570.5011","0.161003394649007"
"2011","KAZ","Kazajstán","17545405917.2705","0.16520527459807"
"2012","KAZ","Kazajstán","18074232429.902","0.166313889402356"
"2013","KAZ","Kazajstán","18607100165.83","0.165693866066291"
"2014","KAZ","Kazajstán","18900158257.5508","0.161490875599606"
"2015","KAZ","Kazajstán","18946663409.4275","0.156021400483329"
"2016","KAZ","Kazajstán","19284927351.0386","0.154647733529397"
"2017","KAZ","Kazajstán","20546765462.1391","0.159199102795769"
"2018","KAZ","Kazajstán","21470927345.0168","0.159812898988591"
"2019","KAZ","Kazajstán","22722732889.2631","0.166562009872347"
"2020","KAZ","Kazajstán","23632127663.9326","0.177200423315017"
"2021","KAZ","Kazajstán","24744631315.5656","0.170037586554129"
"2022","KAZ","Kazajstán","25627246773.4528","0.172363980697716"
"2023","KAZ","Kazajstán","26666933304.5592","0.176346663796239"
"1990","KGZ","Kirguistán","1922727425.38178","0.034147471017067"
"1991","KGZ","Kirguistán","1774451463.16392","0.0333060140887369"
"1992","KGZ","Kirguistán","1768417936.70541","0.0331102044996382"
"1993","KGZ","Kirguistán","1166184220.20244","0.0217830022566041"
"1994","KGZ","Kirguistán","762845674.466547","0.013628675220119"
"1995","KGZ","Kirguistán","423700962.866318","0.0071688545706247"
"1996","KGZ","Kirguistán","416958742.072774","0.00683998726923682"
"1997","KGZ","Kirguistán","681550486.597827","0.0106264734376166"
"1998","KGZ","Kirguistán","688539485.20362","0.0105277500691333"
"1999","KGZ","Kirguistán","945120070.797594","0.0139224890243357"
"2000","KGZ","Kirguistán","851908396.925598","0.0117616397512572"
"2001","KGZ","Kirguistán","929204715.543768","0.0128114971741368"
"2002","KGZ","Kirguistán","828146083.237889","0.0111839737608542"
"2003","KGZ","Kirguistán","975921763.131828","0.0126180711287436"
"2004","KGZ","Kirguistán","997404731.153316","0.0120205800371838"
"2005","KGZ","Kirguistán","829543849.835011","0.00958132510834984"
"2006","KGZ","Kirguistán","712199985.08289","0.0077073585712903"
"2007","KGZ","Kirguistán","757372218.530029","0.00773388785424887"
"2008","KGZ","Kirguistán","918011603.810456","0.00925026443535264"
"2009","KGZ","Kirguistán","832585364.963072","0.0089295021406179"
"2010","KGZ","Kirguistán","926907525.982366","0.00910665326214966"
"2011","KGZ","Kirguistán","978064077.96558","0.00920932495587132"
"2012","KGZ","Kirguistán","708394993.778827","0.00651844702702837"
"2013","KGZ","Kirguistán","1030280343.39316","0.00917451573364514"
"2014","KGZ","Kirguistán","1000848596.15649","0.00855166998780955"
"2015","KGZ","Kirguistán","912549249.945464","0.00751463246640349"
"2016","KGZ","Kirguistán","976172923.328327","0.00782802690295648"
"2017","KGZ","Kirguistán","1044183159.40342","0.00809047158482381"
"2018","KGZ","Kirguistán","1096483609.69497","0.00816137195860325"
"2019","KGZ","Kirguistán","1182916718.57167","0.00867100744954839"
"2020","KGZ","Kirguistán","1107947857.95837","0.00830770856662335"
"2021","KGZ","Kirguistán","1177854756.29796","0.00809385993745725"
"2022","KGZ","Kirguistán","1367670717.23962","0.00919869275037852"
"2023","KGZ","Kirguistán","1395130040.50505","0.00922590255861607"
"1970","KHM","Camboya","386996754.255082","0.0136459629742083"
"1971","KHM","Camboya","367704966.047862","0.0125623742974129"
"1972","KHM","Camboya","347640320.708425","0.0111703021920477"
"1973","KHM","Camboya","281743337.124411","0.00830609886785641"
"1974","KHM","Camboya","267047057.605942","0.00776950637505844"
"1975","KHM","Camboya","263535167.810924","0.00788328430225869"
"1976","KHM","Camboya","263637679.169896","0.00738116594187696"
"1977","KHM","Camboya","224534339.406515","0.00604389563495773"
"1978","KHM","Camboya","224581069.355743","0.0058367738336508"
"1979","KHM","Camboya","196116343.918521","0.00489440734361522"
"1980","KHM","Camboya","185223585.055469","0.00460899397635478"
"1981","KHM","Camboya","185408625.672062","0.00455866141386357"
"1982","KHM","Camboya","183021215.387612","0.00457503613866345"
"1983","KHM","Camboya","193140781.171716","0.00473456954212623"
"1984","KHM","Camboya","204601661.343491","0.00475073308607025"
"1985","KHM","Camboya","213827006.519984","0.00475102903892682"
"1986","KHM","Camboya","221398818.846588","0.00481338003157052"
"1987","KHM","Camboya","247554157.83307","0.00513573628047207"
"1988","KHM","Camboya","327082250.137479","0.00640806121611447"
"1989","KHM","Camboya","327901001.945798","0.00623954229245403"
"1990","KHM","Camboya","313800276.360029","0.0055730654801598"
"1991","KHM","Camboya","335124212.342653","0.00629019839058296"
"1992","KHM","Camboya","345185762.341019","0.00646293556757707"
"1993","KHM","Camboya","372786795.520247","0.00696323571128422"
"1994","KHM","Camboya","391008848.0096","0.00698559718706173"
"1995","KHM","Camboya","437009441.026442","0.00739402881578299"
"1996","KHM","Camboya","511565277.184374","0.00839195735753157"
"1997","KHM","Camboya","652291923.32341","0.010170285155791"
"1998","KHM","Camboya","745444426.312256","0.0113978250765431"
"1999","KHM","Camboya","897665159.358366","0.0132234344765829"
"2000","KHM","Camboya","1170837402.44103","0.0161648456389283"
"2001","KHM","Camboya","1327078762.40064","0.0182972229154082"
"2002","KHM","Camboya","1500277452.523","0.0202609950136038"
"2003","KHM","Camboya","1679565426.84298","0.0217157530674112"
"2004","KHM","Camboya","1948987164.76933","0.0234889162581608"
"2005","KHM","Camboya","2142887941.50125","0.0247505976234645"
"2006","KHM","Camboya","2482797725.38824","0.0268685941173166"
"2007","KHM","Camboya","2724078870.78147","0.0278168646503073"
"2008","KHM","Camboya","2881367246.28144","0.0290338475601343"
"2009","KHM","Camboya","2876841162.41389","0.0308542047446773"
"2010","KHM","Camboya","3301477402.95631","0.0324362561731077"
"2011","KHM","Camboya","3787235716.10641","0.035660122051158"
"2012","KHM","Camboya","4118370503.585","0.0378960610973439"
"2013","KHM","Camboya","4561662863.70221","0.0406210290072962"
"2014","KHM","Camboya","4941325140.99855","0.0422207535391087"
"2015","KHM","Camboya","5428817663.75957","0.0447050605462779"
"2016","KHM","Camboya","5910135244.25121","0.0473939571427234"
"2017","KHM","Camboya","6530893728.48159","0.0506022431581568"
"2018","KHM","Camboya","7325759405.31195","0.054527260469146"
"2019","KHM","Camboya","8098334146.14752","0.0593623495278402"
"2020","KHM","Camboya","8031214067.35418","0.0602203302515445"
"2021","KHM","Camboya","9229245891.87436","0.063420573018671"
"2022","KHM","Camboya","10208736803.3629","0.0686620193295868"
"2023","KHM","Camboya","11162767653.4406","0.0738186431838513"
"1970","KOR","Corea del Sur","5641469007.11726","0.198924865247122"
"1971","KOR","Corea del Sur","6618025535.80575","0.226100057293779"
"1972","KOR","Corea del Sur","7615720031.38968","0.244706638134776"
"1973","KOR","Corea del Sur","9938089688.89047","0.292985652672588"
"1974","KOR","Corea del Sur","11582816474.05","0.336992166261041"
"1975","KOR","Corea del Sur","13067736721.1038","0.390902985037038"
"1976","KOR","Corea del Sur","15826285255.6629","0.443094621691949"
"1977","KOR","Corea del Sur","18429851269.4575","0.496084910374125"
"1978","KOR","Corea del Sur","23113972107.8452","0.600723061733678"
"1979","KOR","Corea del Sur","25549223771.1321","0.637623086126112"
"1980","KOR","Corea del Sur","25241714592.9767","0.628099874414245"
"1981","KOR","Corea del Sur","27632936134.3486","0.679413912113329"
"1982","KOR","Corea del Sur","29119785988.3388","0.727916012166385"
"1983","KOR","Corea del Sur","34120186945.5024","0.836407499771911"
"1984","KOR","Corea del Sur","40982570886.9958","0.951591762191057"
"1985","KOR","Corea del Sur","43981969450.9943","0.97723677402432"
"1986","KOR","Corea del Sur","51251851293.717","1.11425453344057"
"1987","KOR","Corea del Sur","61667957246.4257","1.27935789140182"
"1988","KOR","Corea del Sur","70070342942.0697","1.37278940333261"
"1989","KOR","Corea del Sur","73209111752.5283","1.39307701489854"
"1990","KOR","Corea del Sur","81591850541.1823","1.4490641340026"
"1991","KOR","Corea del Sur","93361926597.4804","1.752380218427"
"1992","KOR","Corea del Sur","99246613788.0046","1.85820083036449"
"1993","KOR","Corea del Sur","106431943763.145","1.98802833292059"
"1994","KOR","Corea del Sur","119101742908.296","2.12782090346435"
"1995","KOR","Corea del Sur","135057750375.737","2.28512431156516"
"1996","KOR","Corea del Sur","146991667602.826","2.41132043446097"
"1997","KOR","Corea del Sur","156061171042.067","2.43324584360608"
"1998","KOR","Corea del Sur","144637634849.685","2.21150551712768"
"1999","KOR","Corea del Sur","172922602709.763","2.54730918607465"
"2000","KOR","Corea del Sur","200446165214.574","2.76740503237544"
"2001","KOR","Corea del Sur","206293839035.679","2.84429565588332"
"2002","KOR","Corea del Sur","225360285175.374","3.043452800363"
"2003","KOR","Corea del Sur","236135999693.524","3.0530939597331"
"2004","KOR","Corea del Sur","260075054185.541","3.1343875829597"
"2005","KOR","Corea del Sur","273100778101.073","3.1543448159493"
"2006","KOR","Corea del Sur","294171121044.337","3.18349109617472"
"2007","KOR","Corea del Sur","317403588559.966","3.24115896833837"
"2008","KOR","Corea del Sur","327928717304.588","3.30434532463683"
"2009","KOR","Corea del Sur","322467315708.41","3.45847129564338"
"2010","KOR","Corea del Sur","367699144197.828","3.61255952415526"
"2011","KOR","Corea del Sur","386639376501.993","3.6405464009564"
"2012","KOR","Corea del Sur","393404227583.786","3.61999257509514"
"2013","KOR","Corea del Sur","407181007144.653","3.62589520458757"
"2014","KOR","Corea del Sur","420802277928.317","3.5955110740834"
"2015","KOR","Corea del Sur","428233369659.645","3.52640296732922"
"2016","KOR","Corea del Sur","437116139773.075","3.50527741559703"
"2017","KOR","Corea del Sur","455715445615.321","3.53094457645014"
"2018","KOR","Corea del Sur","471158177637.649","3.50693535684335"
"2019","KOR","Corea del Sur","473493177449.643","3.47079621457513"
"2020","KOR","Corea del Sur","464009861031.926","3.47927808136751"
"2021","KOR","Corea del Sur","494062524264.663","3.39504752208443"
"2022","KOR","Corea del Sur","506283075831.231","3.40516353869711"
"2023","KOR","Corea del Sur","514862020561.566","3.40474844274274"
"1970","KWT","Kuwait","2557641221.40725","0.0901854525261149"
"1971","KWT","Kuwait","2848282269.53704","0.0973095042995737"
"1972","KWT","Kuwait","3042042968.29024","0.0977462544268456"
"1973","KWT","Kuwait","3429564365.79663","0.101107273686494"
"1974","KWT","Kuwait","3894590042.09266","0.113309775556219"
"1975","KWT","Kuwait","4940897814.64827","0.147800016615719"
"1976","KWT","Kuwait","4921521747.61952","0.137789745457159"
"1977","KWT","Kuwait","5057154234.61183","0.136125781404604"
"1978","KWT","Kuwait","5812820959.03765","0.151072934912714"
"1979","KWT","Kuwait","5774068821.42193","0.144101426109842"
"1980","KWT","Kuwait","5619060260.28445","0.139821367158344"
"1981","KWT","Kuwait","5464051702.70518","0.134345214901353"
"1982","KWT","Kuwait","6025957728.3778","0.150632670201647"
"1983","KWT","Kuwait","5774068821.42193","0.141543024783253"
"1984","KWT","Kuwait","5987205590.76209","0.139019475728432"
"1985","KWT","Kuwait","6006581657.79084","0.133460428340152"
"1986","KWT","Kuwait","6064709869.55173","0.131851441373752"
"1987","KWT","Kuwait","6723496244.60095","0.139485048028557"
"1988","KWT","Kuwait","7169145850.31001","0.140454963412811"
"1989","KWT","Kuwait","6510359475.26079","0.12388392546505"
"1990","KWT","Kuwait","3980726401.1094","0.0706973529447452"
"1991","KWT","Kuwait","1003886638.8847","0.0188427033549691"
"1992","KWT","Kuwait","3327864278.20353","0.0623078201771909"
"1993","KWT","Kuwait","4347407134.15733","0.0812046482649945"
"1994","KWT","Kuwait","5722024290.85862","0.102227243690249"
"1995","KWT","Kuwait","6125257018.51318","0.103636952997139"
"1996","KWT","Kuwait","6567200459.12941","0.107731444391041"
"1997","KWT","Kuwait","7626147764.68378","0.118903967125433"
"1998","KWT","Kuwait","6997470445.04495","0.106991133471155"
"1999","KWT","Kuwait","6495400126.05337","0.0956832256110384"
"2000","KWT","Kuwait","4247655076.32493","0.0586440854153194"
"2001","KWT","Kuwait","3992795774.02269","0.0550510462550355"
"2002","KWT","Kuwait","5086566955.8917","0.0686932324126918"
"2003","KWT","Kuwait","5973264952.86104","0.0772306601752159"
"2004","KWT","Kuwait","6642270628.52084","0.0800517014055518"
"2005","KWT","Kuwait","6982083032.77657","0.0806438471984704"
"2006","KWT","Kuwait","7059602739.95479","0.0763983302826978"
"2007","KWT","Kuwait","6607758429.85149","0.0674749633193904"
"2008","KWT","Kuwait","7709493965.807","0.0776840483828947"
"2009","KWT","Kuwait","6909341941.60845","0.0741028923329564"
"2010","KWT","Kuwait","7034576623.38448","0.069113097433632"
"2011","KWT","Kuwait","8272832903.06976","0.0778959254576313"
"2012","KWT","Kuwait","9888259198.98102","0.0909889176859543"
"2013","KWT","Kuwait","9760163721.7722","0.0869130195510105"
"2014","KWT","Kuwait","8475650741.98373","0.0724195131568583"
"2015","KWT","Kuwait","7995292702.45065","0.0658393901740922"
"2016","KWT","Kuwait","9586096201.07621","0.0768718504304533"
"2017","KWT","Kuwait","10251481041.022","0.0794298541571334"
"2018","KWT","Kuwait","10481570232.6816","0.0780166640182936"
"2019","KWT","Kuwait","9463541828.20558","0.0693695848601802"
"2020","KWT","Kuwait","12415407686.9998","0.0930942625670794"
"2021","KWT","Kuwait","15217085993.1531","0.10456719050143"
"2022","KWT","Kuwait","13823136446.4226","0.0929717829111952"
"2023","KWT","Kuwait","11435484883.1257","0.0756221041617395"
"1970","LAO","Lao","32716789.2487619","0.00115363265922719"
"1971","LAO","Lao","34350284.5168356","0.00117355263368118"
"1972","LAO","Lao","35538353.6960204","0.00114191055106458"
"1973","LAO","Lao","38634291.0178685","0.00113898076227531"
"1974","LAO","Lao","40059040.1358597","0.00116548360616484"
"1975","LAO","Lao","42696014.6880291","0.00127719129539718"
"1976","LAO","Lao","43988662.7376097","0.00123156758263798"
"1977","LAO","Lao","43120287.6526552","0.00116068891293357"
"1978","LAO","Lao","43490900.2093963","0.0011303114241656"
"1979","LAO","Lao","42768840.7444964","0.00106736707423396"
"1980","LAO","Lao","46711067.2944822","0.00116233053001808"
"1981","LAO","Lao","54323790.4639458","0.00133566475963645"
"1982","LAO","Lao","58042171.3646237","0.00145089754210879"
"1983","LAO","Lao","60210370.5144186","0.00147597097116561"
"1984","LAO","Lao","66306093.6547693","0.00153958941909543"
"1985","LAO","Lao","65553441.9640374","0.00145653400588404"
"1986","LAO","Lao","74906492.2068755","0.00162852455899235"
"1987","LAO","Lao","69946144.3656023","0.00145109641640434"
"1988","LAO","Lao","65542962.3559234","0.0012840908208431"
"1989","LAO","Lao","91417114.7926153","0.00173955233627781"
"1990","LAO","Lao","105603010.978075","0.00187550024464482"
"1991","LAO","Lao","136933546.0401","0.00257020871424702"
"1992","LAO","Lao","149814731.015171","0.00280499099110694"
"1993","LAO","Lao","161310982.166563","0.00301310670104874"
"1994","LAO","Lao","172559391.741917","0.00308287244058432"
"1995","LAO","Lao","203024518.423961","0.00343509544327305"
"1996","LAO","Lao","239746465.953396","0.00393291376219553"
"1997","LAO","Lao","262035964.490288","0.00408556412343872"
"1998","LAO","Lao","287235461.97024","0.00439182242935637"
"1999","LAO","Lao","307626064.371828","0.00453161522768422"
"2000","LAO","Lao","329762561.343614","0.00455277640644522"
"2001","LAO","Lao","369651257.017752","0.00509660137909188"
"2002","LAO","Lao","398648780.462676","0.00538368482413068"
"2003","LAO","Lao","421083433.3436","0.00544435108815929"
"2004","LAO","Lao","484748273.603133","0.00584211728572344"
"2005","LAO","Lao","501882110.152634","0.0057967950270422"
"2006","LAO","Lao","521528220.227589","0.00564392738350459"
"2007","LAO","Lao","634076382.085745","0.00647485544108927"
"2008","LAO","Lao","693467764.672014","0.0069876678834808"
"2009","LAO","Lao","740623518.274914","0.00794320867280814"
"2010","LAO","Lao","792467089.894519","0.00778580689771146"
"2011","LAO","Lao","869556512.014807","0.0081876317380917"
"2012","LAO","Lao","995978546.067456","0.00916470817780008"
"2013","LAO","Lao","1030996181.89903","0.00918089018471272"
"2014","LAO","Lao","1131549910.739","0.00966843681305646"
"2015","LAO","Lao","1181536317.22842","0.00972967888605477"
"2016","LAO","Lao","1218652231.99347","0.00977249238266802"
"2017","LAO","Lao","1272625104.24662","0.00986047050397104"
"2018","LAO","Lao","1352059251.32584","0.0100636784376654"
"2019","LAO","Lao","1442796693.10126","0.0105759777316959"
"2020","LAO","Lao","1628230099.63787","0.0122089329836529"
"2021","LAO","Lao","1677451287.84802","0.0115269354758326"
"2022","LAO","Lao","1756087390.04088","0.0118111093117526"
"2023","LAO","Lao","1842059736.24033","0.0121814190364298"
"1970","LBN","Líbano","1908031081.80828","0.067279431183117"
"1971","LBN","Líbano","2131253813.75513","0.072812745552356"
"1972","LBN","Líbano","2389774461.80699","0.076787706485899"
"1973","LBN","Líbano","2589951522.14011","0.0763545772738242"
"1974","LBN","Líbano","2560354872.73464","0.0744913412806729"
"1975","LBN","Líbano","1736417439.87404","0.0519424882061597"
"1976","LBN","Líbano","870687189.028697","0.0243769655609267"
"1977","LBN","Líbano","1255203999.62591","0.033786912034803"
"1978","LBN","Líbano","1216749341.28568","0.0316228377471946"
"1979","LBN","Líbano","1331490789.19042","0.0332295522461765"
"1980","LBN","Líbano","1283309937.72686","0.0319331243427128"
"1981","LBN","Líbano","1384879336.66205","0.0340501741599909"
"1982","LBN","Líbano","875467975.403776","0.0218843351970544"
"1983","LBN","Líbano","1074541095.3218","0.0263408354818158"
"1984","LBN","Líbano","1552128204.55691","0.0360395256167157"
"1985","LBN","Líbano","1929325175.96189","0.0428677372690567"
"1986","LBN","Líbano","1798267051.24045","0.0390957041278063"
"1987","LBN","Líbano","2098554190.81742","0.0435364163892786"
"1988","LBN","Líbano","1543968137.17959","0.0302487901273104"
"1989","LBN","Líbano","858915941.462105","0.0163440865096888"
"1990","LBN","Líbano","1097182512.69497","0.0194858655252421"
"1991","LBN","Líbano","1563541262.66129","0.0293472819085544"
"1992","LBN","Líbano","1671930214.29444","0.0313036585726706"
"1993","LBN","Líbano","1720531754.07716","0.0321375872116636"
"1994","LBN","Líbano","1859962276.66845","0.0332292921607161"
"1995","LBN","Líbano","1948045280.26956","0.0329601642081953"
"1996","LBN","Líbano","2192932128.92815","0.0359738898136617"
"1997","LBN","Líbano","2218703202.27713","0.0345931682370952"
"1998","LBN","Líbano","2395307870.50203","0.0366241924264024"
"1999","LBN","Líbano","2524709835.79563","0.0371913009410894"
"2000","LBN","Líbano","2501197532.90292","0.0345320980928265"
"2001","LBN","Líbano","2502612834.97121","0.034505009205027"
"2002","LBN","Líbano","2549692861.44942","0.0344331738540581"
"2003","LBN","Líbano","2678713404.72481","0.0346341249383234"
"2004","LBN","Líbano","2848303716.50205","0.034327351500359"
"2005","LBN","Líbano","3006348003.2877","0.0347236588084727"
"2006","LBN","Líbano","3018397413.96146","0.0326648015547891"
"2007","LBN","Líbano","3608347959.49649","0.0368465567855354"
"2008","LBN","Líbano","3889243366.20369","0.0391896240107367"
"2009","LBN","Líbano","3811902075.73883","0.0408827601079025"
"2010","LBN","Líbano","4041955958.51359","0.0397112876778641"
"2011","LBN","Líbano","4095485273.80623","0.0385625600491531"
"2012","LBN","Líbano","4181156828.48468","0.0384738028042653"
"2013","LBN","Líbano","4414634947.37812","0.0393117640676606"
"2014","LBN","Líbano","4208158700.81538","0.0359562721113871"
"2015","LBN","Líbano","4018582380.7927","0.033092098458715"
"2016","LBN","Líbano","3813247279.35045","0.0305788058416993"
"2017","LBN","Líbano","3763021966.43542","0.0291564004057561"
"2018","LBN","Líbano","3622948791.70742","0.0269664155621278"
"2019","LBN","Líbano","3081829850.00825","0.0225904065502842"
"2020","LBN","Líbano","1606232589.30133","0.0120439893865742"
"2021","LBN","Líbano","1886670571.63423","0.0129646268126687"
"2022","LBN","Líbano","1825199199.54511","0.0122759421790784"
"2023","LBN","Líbano","1579301227.28691","0.0104438144191757"
"1970","LKA","Sri Lanka","1423853066.39431","0.0502067420749552"
"1971","LKA","Sri Lanka","1520526922.9217","0.0519477029106797"
"1972","LKA","Sri Lanka","1472393156.65714","0.0473106125084896"
"1973","LKA","Sri Lanka","1514400807.21758","0.0446461767603622"
"1974","LKA","Sri Lanka","1949636323.61941","0.0567230059795628"
"1975","LKA","Sri Lanka","2079034890.07482","0.0621914078827379"
"1976","LKA","Sri Lanka","2062688162.95378","0.0577498772749237"
"1977","LKA","Sri Lanka","2112228435.38035","0.056855838863543"
"1978","LKA","Sri Lanka","2146015838.84399","0.0557741092368009"
"1979","LKA","Sri Lanka","2383465333.85924","0.0594833148538584"
"1980","LKA","Sri Lanka","2210090008.22396","0.0549945706539242"
"1981","LKA","Sri Lanka","2290042069.34008","0.0563055056353723"
"1982","LKA","Sri Lanka","2275758217.91841","0.0568878097972776"
"1983","LKA","Sri Lanka","2207745831.29955","0.0541197260682807"
"1984","LKA","Sri Lanka","2594222467.57805","0.0602363559925313"
"1985","LKA","Sri Lanka","2754251612.56879","0.0611968039247764"
"1986","LKA","Sri Lanka","2920844452.96259","0.0635013973356178"
"1987","LKA","Sri Lanka","3022425453.1993","0.0627029664574848"
"1988","LKA","Sri Lanka","3097751671.83114","0.0606898794938316"
"1989","LKA","Sri Lanka","3196519659.7512","0.0608257354729744"
"1990","LKA","Sri Lanka","3493761294.29588","0.0620488952113585"
"1991","LKA","Sri Lanka","3766175858.20015","0.070690187248186"
"1992","LKA","Sri Lanka","4104595631.56619","0.0768506120236879"
"1993","LKA","Sri Lanka","4494140827.29755","0.0839454676942254"
"1994","LKA","Sri Lanka","4875928185.29875","0.0871112518013957"
"1995","LKA","Sri Lanka","5280416756.97029","0.0893425862120431"
"1996","LKA","Sri Lanka","5647705860.87129","0.0926476226321967"
"1997","LKA","Sri Lanka","6191962689.1818","0.0965427042268846"
"1998","LKA","Sri Lanka","6561477402.26805","0.10032481166264"
"1999","LKA","Sri Lanka","6805677274.72173","0.100253893751851"
"2000","LKA","Sri Lanka","7493590076.4765","0.103458197197239"
"2001","LKA","Sri Lanka","7251114572.11847","0.0999754223111907"
"2002","LKA","Sri Lanka","7355237053.79246","0.0993312410448816"
"2003","LKA","Sri Lanka","7643228889.75768","0.0988222718537763"
"2004","LKA","Sri Lanka","8038642969.7849","0.0968805823659071"
"2005","LKA","Sri Lanka","8535543825.70106","0.0985864947186043"
"2006","LKA","Sri Lanka","8657291417.73345","0.0936883608679942"
"2007","LKA","Sri Lanka","9417000663.07125","0.0961614715587732"
"2008","LKA","Sri Lanka","10339934532.1727","0.10418945498055"
"2009","LKA","Sri Lanka","10970056939.2221","0.117654178230515"
"2010","LKA","Sri Lanka","11789686043.4865","0.115830953852541"
"2011","LKA","Sri Lanka","12188389151.586","0.114764297058175"
"2012","LKA","Sri Lanka","12543218246.8489","0.115419087385685"
"2013","LKA","Sri Lanka","12817385860.8563","0.114137194792382"
"2014","LKA","Sri Lanka","13114931035.1117","0.112059468890558"
"2015","LKA","Sri Lanka","13773218213.1191","0.113419273269196"
"2016","LKA","Sri Lanka","14244831622.528","0.11423070903159"
"2017","LKA","Sri Lanka","14926819633.807","0.115655006510642"
"2018","LKA","Sri Lanka","15491937620.6751","0.115309945505689"
"2019","LKA","Sri Lanka","15806156955.7616","0.115862175722421"
"2020","LKA","Sri Lanka","15400887764.6146","0.115480242410921"
"2021","LKA","Sri Lanka","16540571648.0269","0.113661781716947"
"2022","LKA","Sri Lanka","14445043388.6354","0.0971546105528436"
"2023","LKA","Sri Lanka","13988106757.8677","0.0925024235596618"
"1970","MAC","Macao","246008225.347342","0.00867454080048383"
"1971","MAC","Macao","265308830.735799","0.0090640843715944"
"1972","MAC","Macao","286143927.670035","0.00919431363997209"
"1973","MAC","Macao","308573228.419524","0.00909707313537792"
"1974","MAC","Macao","332780552.261306","0.00968196633757689"
"1975","MAC","Macao","358990565.334912","0.0107386984130866"
"1976","MAC","Macao","386971919.845765","0.0108342023197208"
"1977","MAC","Macao","417404488.015187","0.0112354714641637"
"1978","MAC","Macao","450669953.404298","0.0117127351792778"
"1979","MAC","Macao","484697385.340261","0.0120964239636553"
"1980","MAC","Macao","523834121.081208","0.0130347779843985"
"1981","MAC","Macao","567242058.278941","0.0139468402509518"
"1982","MAC","Macao","603051055.470838","0.0150746478565073"
"1983","MAC","Macao","661446556.087029","0.0162144146833996"
"1984","MAC","Macao","720485804.438069","0.0167292666477499"
"1985","MAC","Macao","726258713.8362","0.0161367653944449"
"1986","MAC","Macao","763867056.23146","0.0166070553329681"
"1987","MAC","Macao","896401627.269423","0.0185966674902149"
"1988","MAC","Macao","956773739.265145","0.0187447184572223"
"1989","MAC","Macao","945825537.099516","0.0179978664444307"
"1990","MAC","Macao","1181586468.82864","0.0209848724087726"
"1991","MAC","Macao","1090698642.13458","0.0204721431358445"
"1992","MAC","Macao","974915173.509862","0.0182534004517333"
"1993","MAC","Macao","800989391.117213","0.0149615758916661"
"1994","MAC","Macao","755987041.844282","0.0135061418171102"
"1995","MAC","Macao","709480263.730187","0.0120041285651147"
"1996","MAC","Macao","694704029.85514","0.0113962515726971"
"1997","MAC","Macao","708764524.348813","0.0110507842626807"
"1998","MAC","Macao","742987026.941611","0.0113602515067622"
"1999","MAC","Macao","729579739.654767","0.0107473814508554"
"2000","MAC","Macao","783165973.95111","0.0108125663325982"
"2001","MAC","Macao","649322929.015806","0.00895260078971952"
"2002","MAC","Macao","620776426.253885","0.00838348137255628"
"2003","MAC","Macao","608962253.397423","0.00787350924876414"
"2004","MAC","Macao","615225831.620572","0.0074146142673563"
"2005","MAC","Macao","566838357.825408","0.0065470470202251"
"2006","MAC","Macao","593094878.288606","0.00641841475640307"
